Include,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Grant.Principal.Investigator,Grant.Co.Principal.Investigator,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,Version,Version.History,DOI,Book.DOI,License.Name,License.URI,License.Description,Early.Access.Date,Supplement,Document.Type,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,Grant.Number,No.of.References,Cited.References,Language,Advisor,Committee.Member,Copyright,Degree.Name,Institution.Address,Institution,Dissertation.and.Thesis.Subjects,Author.Keywords,Indexed.Date,UT..Unique.ID.,Pubmed.Id
1,J,"Heldstab, Sandra A.; Kosonen, Zaida K.; Koski, Sonja E.; Burkart, Judith M.; van Schaik, Carel P.; Isler, Karin",,NA,NA,"Burkart, Judith M./P-6357-2014; Heldstab, Sandra Andrea/I-4205-2019; Isler, Karin/A-9566-2008","Burkart, Judith M./0000-0002-6229-525X; Heldstab, Sandra Andrea/0000-0002-5909-1870; Isler, Karin/0000-0002-2391-1523; Koski, Sonja/0000-0002-0131-9174",,NA,NA,NA,Manipulation complexity in Primates coevolved with brain size and terrestriality.,NA,NA,NA,,NA,NA,NA,Scientific Reports,NA,NA,NA,6,,NA,NA,24528,24528,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Apr 14 2016,2016,"Humans occupy by far the most complex foraging niche of all mammals, built around sophisticated technology, and at the same time exhibit unusually large brains. To examine the evolutionary processes underlying these features, we investigated how manipulation complexity is related to brain size, cognitive test performance, terrestriality, and diet quality in a sample of 36 non-human primate species. We categorized manipulation bouts in food-related contexts into unimanual and bimanual actions, and asynchronous or synchronous hand and finger use, and established levels of manipulative complexity using Guttman scaling. Manipulation categories followed a cumulative ranking. They were particularly high in species that use cognitively challenging food acquisition techniques, such as extractive foraging and tool use. Manipulation complexity was also consistently positively correlated with brain size and cognitive test performance. Terrestriality had a positive effect on this relationship, but diet quality did not affect it. Unlike a previous study on carnivores, we found that, among Primates, brain size and complex manipulations to acquire food underwent correlated evolution, which may have been influenced by terrestriality. Accordingly, our results support the idea of an evolutionary feedback loop between manipulation complexity and cognition in the human lineage, which may have been enhanced by increasingly terrestrial habits.",NA,NA,NA,NA,NA,NA,NA,NA,59,0,0,0,47,0,67,NA,NA,2045-2322,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Zurich, Dept Anthropol, Winterthurerstr 190, Zurich, CH-8057, Switzerland",NA,NA,NA,26/05/2016,ZOOREC:ZOOR15206038389,27075921
1,J,"Byrne, Richard W.; Corp, Nadia; Byrne, Jennifer M.E.",,NA,NA,"Corp, Nadia/G-8618-2012; Corp, Nadia/N-3498-2019","Corp, Nadia/0000-0002-6758-9513",,NA,NA,NA,Estimating the complexity of animal behaviour: how mountain gorillas eat thistles.,NA,NA,NA,,NA,NA,NA,Behaviour,NA,NA,NA,138,4,NA,NA,525,557,NA,NA,NA,10.1163/156853901750382142,NA,NA,NA,NA,NA,,Article,Apr-01,2001,"Mountain gorillas use elaborate, multi-stage procedures for dealing with plant defences. This paper investigates the use of mathematically-inspired, informational measures to gauge the complexity of one of these tasks, eating thistle Carduus nyassanus, from field observations of 38 adults and juveniles. Behaviour was analysed at two levels, a detailed, movement based description of the form of actions, and an organizational description of techniques that were composed of a series of many actions. Complexity, as measured by counting the sizes of behavioural repertoires, correlated at the two levels. Repertoires were shown to be incomplete, but the rates of cumulative increase in actions differed between tasks. Thistle eating was the most complex, and apparently involved many more actions than even chimpanzee tool-use. Techniques were highly selective arrangements of actions, so that their organization (sequence, bimanual coordination, hierarchical structure) reflected cognitive capacity. Although ideally it would preferable to estimate complexity of task organization, this may seldom be feasible, and was not in this case. Instead, the length of a regularly occurring sequence of actions may be the best practical estimate of an underlying complexity of mental process. Confidence in this measure will be increased if it broadly agrees with other, independent estimates of task complexity; in the case of gorilla plant processing, both the size of repertoire of functionally distinct actions and the degree of lateral specialization were, like sequence length, greater for thistle processing than for other tasks studied to date.",NA,NA,NA,NA,NA,NA,NA,NA,47,0,0,0,36,0,55,NA,NA,0005-7959,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/04/2001,ZOOREC:ZOOR14002013801,NA
1,J,"Falotico, Tiago; Valenca, Tatiane; Verderane, Michele P.; Fogaca, Mariana D.",,NA,NA,"Falotico, Tiago/I-1918-2012; Verderane, Michele/E-3078-2013","Falotico, Tiago/0000-0002-0638-1989; Dutra Fogaca, Mariana/0000-0002-6776-9389; Valenca, Tatiane/0000-0003-3618-4633; Verderane, Michele/0000-0001-8467-8385",,NA,NA,NA,"Stone tools differences across three capuchin monkey populations: food's physical properties, ecology, and culture.",NA,NA,NA,,NA,NA,NA,Scientific Reports,NA,NA,NA,12,1,NA,NA,14365,14365,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Aug 23 2022,2022,"Robust capuchin monkeys (Sapajus) are known for processing mechanically challenging foods, having morphological adaptations to do so. However, several populations go beyond body limitations by using stone tools to expand their food range. Those populations use stones in a variety of ways, goals, and with different frequencies. Stone tool size correlates with the food's resistance within some populations. However, we have no detailed comparisons to identify if this correlation is the same across populations. This study described and compared stone raw material availability, food's physical properties (hardness and elasticity), and stone tool weight in three populations of bearded capuchin monkeys (Sapajus libidinosus), including a newly described site (Chapada dos Veadeiros National Park, CVNP). The differences we observed regarding stone tool weight selection among sites were not correlated to the food's physical properties we analyzed. Lithic resource availability could partly explain some differences in the stone tools used. However, the tool weight differences are larger than the raw material variance across sites, meaning some distinctions are possible behavioral traditions, such as the same fruit (Hymenaea) being processed with bigger than needed tools in CVNP than in the other two sites. Capuchin monkey behavioral variability in stone tool use can be caused by several interacting factors, from ecological to cultural.",NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,3,NA,NA,2045-2322,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Sao Paulo, Sch Arts Sci & Humanities, Av Arlindo Bettio 1000,Predio CMP1,Sala T6, Sao Paulo, SP, BR-03828000 BC, Brazil",NA,NA,NA,24/09/2022,ZOOREC:ZOOR15810047623,35999444
1,J,"Nissani, Moti",,NA,NA,"Nissani, Moti/AAI-4295-2020",,,NA,NA,NA,Do Asian elephants (Elephas maximus) apply causal reasoning to tool-use tasks?,NA,NA,NA,,NA,NA,NA,Journal of Experimental Psychology Animal Behavior Processes,NA,NA,NA,32,1,NA,NA,91,96,NA,NA,NA,10.1037/0097-7403.32.1.91,NA,NA,NA,NA,NA,,Article,Jan-06,2006,"Two experiments addressed contradictory claims about causal reasoning in elephants. In Experiment 1, 4 Asian elephants (Elephas maximus) were pretrained to remove a lid from the top of a bucket and retrieve a food reward. Subsequently, in the first 5 critical trials, when the lid was placed alongside the bucket and no longer obstructed access to the reward, each elephant continued to remove the lid before retrieving the reward. Experiment 2, which involved 11 additional elephants and variations of the original design, yielded similarly counterintuitive observations. Although the results are open to alternative interpretations, they appear more consistent with associative learning than with causal reasoning. Future applications of Fabrean methodologies (J.H. Fabre, 1915) to animal cognition are proposed.",NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,11,0,24,NA,NA,0097-7403,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Interdisciplinary Studies, 2nd floor, 5700 Cass Avenue, Wayne State University, Detroit, MI 48202, USA",NA,NA,NA,01/01/2006,ZOOREC:ZOOR14203017383,16435969
1,J,"Sabbatini, Gloria; Truppa, Valentina; Hribar, Alenka; Gambetta, Barbara; Call, Josep; Visalberghi, Elisabetta",,NA,NA,"Truppa, Valentina/AAK-4510-2021; Sabbatini, Gloria/AAY-7349-2020","Truppa, Valentina/0000-0001-7623-7547; Sabbatini, Gloria/0000-0002-5028-4326; Call Balaguer, Josep/0000-0002-8597-8336; Visalberghi, Elisabetta/0000-0001-7407-5468",,NA,NA,NA,Understanding the functional properties of tools: chimpanzees (Pan troglodytes) and capuchin monkeys (Cebus apella) attend to tool features differently.,NA,NA,NA,,NA,NA,NA,Animal Cognition,NA,NA,NA,15,4,NA,NA,577,590,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jul-12,2012,"We examined whether eight capuchins and eight chimpanzees were able to retrieve a reward placed inside a tube, of varying length, by selecting the correct stick from different sets of three sticks differing in length (functional feature) and handle (non-functional feature). Moreover, to investigate whether seeing the stick inside the tube (visual feedback) improves performance, half of the subjects were tested with a transparent apparatus and the other half with an opaque apparatus. Phase 1 included (a) Training 1 in which each stick had a different handle and (b) Transfer 1 in which the handles were switched among sticks, so that the functional tool had the same length but a different handle than before. The seven chimpanzees and one capuchin that passed Transfer 1 received Transfer 2. The other subjects received (a) Training 2, which used the same sticks from Phase 1 with handles switched in every trial, and (b) Transfer 2 in which the tube was longer, all sticks had the same new handle, and the formerly longest tool became intermediate in length. Eight chimpanzees and three capuchins passed Transfer 2. Results showed that (1) chimpanzees applied relational structures in tool using tasks more quickly than capuchins and (2) capuchins required more varied experience to attend to the functional feature of the tool. Interestingly, visual feedback did not improve performance in either species.",NA,NA,NA,NA,NA,NA,NA,NA,18,0,1,0,16,0,18,NA,NA,1435-9448; 1435-9456,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Natl Res Council, Inst Cognit Sci & Technol, Via Ulisse Aldrovandi 16-B, Rome, I-00197, Italy",NA,NA,NA,23/08/2012,ZOOREC:ZOOR14809063626,22466753
1,J,"Hrubesch, Christine; Preuschoft, Signe; van Schaik, Carel",,NA,NA,,,,NA,NA,NA,Skill mastery inhibits adoption of observed alternative solutions among chimpanzees (Pan troglodytes).,NA,NA,NA,,NA,NA,NA,Animal Cognition,NA,NA,NA,12,2,NA,NA,209,216,NA,NA,NA,10.1007/s10071-008-0183-y,NA,NA,NA,NA,NA,,Article,Mar-09,2009,"Geographic variation in socially transmitted skills and signals, similar to human culture, has been well documented for great apes. The rules governing the adoption of novel behaviours, however, are still largely unknown. We conducted an innovation-and-transmission experiment with two groups of chimpanzees living at hopE Primate Sanctuary Ganserndorf, Austria, presenting a board on which food had to be manoeuvred around obstacles to be acquired. Most chimpanzees used sticks to acquire the food, but five adults independently invented a novel technique, rattling, which was subsequently tested by almost all group members. However, individuals who had become proficient with sticks were reluctant to switch to rattling, despite it being more efficient. Similarly, after rattling was prevented, rattle specialists kept trying to rattle and made no attempt to use the stick technique, despite their knowledge about its existence. We conclude that innovators stimulate others to experiment with the solutions they display, but that chimpanzees are nevertheless conservative; mastery of a skill inhibits further exploration, and hence adoption of alternative techniques even if these are more efficient. Consequently, conformity among group members should not be expected in great apes when individuals develop proficiency at different techniques. Conservatism thus joins conformity as a mechanism to bring about cultural uniformity and stability.",NA,NA,NA,NA,NA,NA,NA,NA,103,0,0,0,78,0,106,NA,NA,1435-9448,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Zurich Irchel, Anthropol Inst and Museum, Winterthurerstr 190, CH-8057 Zurich, Switzerland",NA,NA,NA,01/03/2009,ZOOREC:ZOOR14507041993,18766391
1,J,"Fowler, Andrew; Sommer, Volker",,NA,NA,,,,NA,NA,NA,Subsistence technology of Nigerian chimpanzees.,NA,NA,NA,,NA,NA,NA,International Journal of Primatology,NA,NA,NA,28,5,NA,NA,997,1023,NA,NA,NA,10.1007/s10764-007-9166-0,NA,NA,NA,NA,NA,,Article,Oct-07,2007,"A trademark of Homo sapiens is the enormous variation in behavioral patterns across populations. Insight into the development of human cultures can be aided by studies on communities of Pan across Africa that display unique combinations of social behavior and elementary technology. Only cross-population comparisons can reveal whether the diversity reflects differential genetics, environmental constraints, or is a cultural variant. However, the recently recognized and most endangered subspecies, Pan troglodytes vellerosus, remains completely unstudied in this respect. We report first evidence from a new long-term study of Nigerian chimpanzees at Gashaka. Their dietary composition is highly varied and they have to cope with high concentrations of antifeedant defenses of plants against consumption. Gashaka chimpanzees use a varied tool kit for extractive foraging. For example, they harvest insects throughout the year, via digging sticks and probes, to obtain honey from stingless-bee and honeybee nests, dipping wands to prey on army ants, and fishing rods to eat arboreal ants. Tools appeared to be custom-made with a considerable degree of standardization in length, diameter, and preferential use of distal ends. Moreover, compared to the rainy season, tools were longer during the dry season when insects retreat further into their nests. Many of the expressions of subsistence technology seem to be environmentally constrained. Most notably, the absence of termite-eating could reflect a low abundance of mounds. Other traits may represent cultural variation. For example, the chimpanzees did not hammer open 2 types of hard-shelled nuts with tools, unlike what occurs elsewhere in West Africa. The prevalence of elementary technology may indicate that the material culture of Gashaka chimpanzees is most related to core cultural tendencies of Central African populations.",NA,NA,NA,NA,NA,NA,NA,NA,47,0,0,0,37,1,55,NA,NA,0164-0291,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Coll London, Dept Anthropol, Mortimer St, London WC1E 6BT, United Kingdom",NA,NA,NA,01/10/2007,ZOOREC:ZOOR14403014172,NA
1,J,"Renner, Elizabeth; Abramo, Allison M.; Hambright, M. Karen; Phillips, Kimberley A.",,NA,NA,"Renner, Elizabeth/KBA-6165-2024","Renner, Elizabeth/0000-0002-3363-4347",,NA,NA,NA,Insightful problem solving and emulation in brown capuchin monkeys.,NA,NA,NA,,NA,NA,NA,Animal Cognition,NA,NA,NA,20,3,NA,NA,531,536,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,May-17,2017,"We investigated problem solving abilities of capuchin monkeys via the floating object problem, a task in which the subject must use creative problem solving to retrieve a favored food item from the bottom of a clear tube. Some great apes have solved this problem by adding water to raise the object to a level at which it can be easily grabbed. We presented seven capuchins with the task over eight trials (four dry and four wet). None of the subjects solved the task, indicating that no capuchin demonstrated insightful problem solving under these experimental conditions. We then investigated whether capuchins would emulate a solution to the task. Seven subjects observed a human model solve the problem by pouring water from a cup into the tube, which brought the object to the top of the tube, allowing the subject to retrieve it. Subjects were then allowed to interact freely with an unfilled tube containing the object in the presence of water and objects that could be used to solve the task. While most subjects were unable to solve the task after viewing a demonstrator solve it, one subject did so, but in a unique way. Our results are consistent with some previous results in great ape species and indicate that capuchins do not spontaneously solve the floating object problem via insight.",NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,4,0,10,NA,NA,1435-9448; 1435-9456,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Trinity Univ, Dept Psychol, 1 Trinity Pl, San Antonio, TX, 78212, USA",NA,NA,NA,29/06/2017,ZOOREC:ZOOR15307045056,28280939
0,J,"Kitahara-Frisch, J.",,NA,NA,,,,NA,NA,NA,A note on sexual dimorphism in the early hominid dentition.,NA,NA,NA,,NA,NA,NA,Ossa,NA,NA,NA,6,,NA,NA,75,82,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,1979[1980],1980,,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,NA,NA,0345-8865,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1980,ZOOREC:ZOOR11800002874,NA
1,J,"Stirling, Ian; Laidre, Kristin L.; Born, Erik W.",,NA,NA,"Walkup, Kristina/GZL-2582-2022","Stirling, Ian/0000-0002-1610-9305",,NA,NA,NA,Do Wild Polar Bears (Ursus maritimus) Use Tools When Hunting Walruses (Odobenus rosmarus)?,NA,NA,NA,,NA,NA,NA,Arctic,NA,NA,NA,74,2,NA,NA,175,187,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jun-21,2021,"Since the late 1700s, reports of polar bears (Ursus maritimus) using tools (i.e., pieces of ice or stones) to kill walruses (Odobenus rosmarus) have been passed on verbally to explorers and naturalists by their Inuit guides, based on local traditional ecological knowledge (TEK) as well as accounts of direct observations or interpretations of tracks in the snow made by the Inuit hunters who reported them. To assess the possibility that polar bears may occasionally use tools to hunt walruses in the wild, we summarize 1) observations described to early explorers and naturalists by Inuit hunters about polar bears using tools, 2) more recent documentation in the literature from Inuit hunters and scientists, and 3) recent observations of a polar bear in a zoo spontaneously using tools to access a novel food source. These observations and previously published experiments on brown bears (Ursus arctos) confirm that, in captivity, polar and brown bears are both capable of conceptualizing the use of a tool to obtain a food source that would otherwise not be accessible. Based on the information from all our sources, this may occasionally also have been the case in the wild. We suggest that possible tool use by polar bears in the wild is infrequent and mainly limited to hunting walruses because of their large size, difficulty to kill, and their possession of potentially lethal weapons for both their own defense and the direct attack of a predator.",NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,7,0,9,NA,NA,0004-0843,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Alberta, Dept Biol Sci, Edmonton, AB, T6G 2E9, Canada",NA,NA,NA,31/07/2021,ZOOREC:ZOOR15708056771,NA
0,J,"Dominguez-Rodrigo, Manuel; Baquedano, Enrique",,NA,NA,"Baquedano, Enrique/ABE-9997-2020","Baquedano Perez, Enrique/0000-0002-6079-9390",,NA,NA,NA,Distinguishing butchery cut marks from crocodile bite marks through machine learning methods.,NA,NA,NA,,NA,NA,NA,Scientific Reports,NA,NA,NA,8,,NA,NA,5786,5786,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Apr 10 2018,2018,"All models of evolution of human behaviour depend on the correct identification and interpretation of bone surface modifications (BSM) on archaeofaunal assemblages. Crucial evolutionary features, such as the origin of stone tool use, meat-eating, food-sharing, cooperation and sociality can only be addressed through confident identification and interpretation of BSM, and more specifically, cut marks. Recently, it has been argued that linear marks with the same properties as cut marks can be created by crocodiles, thereby questioning whether secure cut mark identifications can be made in the Early Pleistocene fossil record. Powerful classification methods based on multivariate statistics and machine learning (ML) algorithms have previously successfully discriminated cut marks from most other potentially confounding BSM. However, crocodile-made marks were marginal to or played no role in these comparative analyses. Here, for the first time, we apply state-of-the-art ML methods on crocodile linear BSM and experimental butchery cut marks, showing that the combination of multivariate taphonomy and ML methods provides accurate identification of BSM, including cut and crocodile bite marks. This enables empirically-supported hominin behavioural modelling, provided that these methods are applied to fossil assemblages.",NA,NA,NA,NA,NA,NA,NA,NA,36,1,0,0,16,0,39,NA,NA,2045-2322,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Alcala de Henares, Inst Evolut Africa IDEA, Covarrubias 36, Madrid, 28010, Spain",NA,NA,NA,27/11/2018,ZOOREC:ZOOR15412082750,29636550
1,J,"Umilta, M.A.; Escola, L.; Inskirveli, I.; Grammont, F.; Rochat, M.; Caruana, F.; Jezzini, A.; Gallese, V.; Rizzolatti, G.",,NA,NA,"Jezzini, Ahmad/S-2289-2018; Rochat, Magali Jane/AAR-8955-2020; Gallese, Vittorio/ABD-5097-2021; Caruana, Fausto/J-5274-2018","Jezzini, Ahmad/0000-0003-2380-7336; Rochat, Magali Jane/0000-0003-4777-0312; Gallese, Vittorio/0000-0003-4815-3607; Umilta', Maria Alessandra/0000-0003-0180-6818; Caruana, Fausto/0000-0002-4631-7543",,NA,NA,NA,When pliers become fingers in the monkey motor system.,NA,NA,NA,,NA,NA,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,NA,NA,105,6,NA,NA,2209,2213,NA,NA,NA,10.1073/pnas.0705985105,NA,NA,NA,NA,NA,,Article,February 12 2008,2008,"The capacity to use tools is a fundamental evolutionary achievement. Its essence stands in the capacity to transfer a proximal goal (grasp a tool) to a distal goal (e.g., grasp food). Where and how does this goal transfer occur? Here, we show that, in monkeys trained to use tools, cortical motor neurons, active during hand grasping, also become active during grasping with pliers, as if the pliers were now the hand fingers. This motor embodiment occurs both for normal pliers and for ''reverse pliers,'' an implement that requires finger opening, instead of their closing, to grasp an object. We conclude that the capacity to use tools is based on an inherently goal-centered functional organization of primate cortical motor areas.",NA,NA,NA,NA,NA,NA,NA,NA,253,9,1,0,145,0,284,NA,NA,0027-8424,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Dipartimento di Neuroscienze, Universita di Parma, Via Volturno 39, 43100 Parma, Italy",NA,NA,NA,12/02/2008,ZOOREC:ZOOR14501006147,18238904
1,J,"Hirata, Satoshi; Yamakoshi, Gen; Fujita, Shiho; Ohashi, Gaku; Matsuzawa, Tetsuro",,NA,NA,,,,NA,NA,NA,"Capturing and toying with hyraxes (Dendrohyrax dorsalis) by wild chimpanzees (Pan troglodytes) at Bossou, Guinea.",NA,NA,NA,,NA,NA,NA,American Journal of Primatology,NA,NA,NA,53,2,NA,NA,93,97,NA,NA,NA,10.1002/1098-2345(200102)53:2<93::AID-AJP5>3.0.CO;2-X,NA,NA,NA,NA,NA,,Article,Feb-01,2001,"Chimpanzees (Pan troglodytes verus) were observed capturing and toying with western tree hyraxes (Dendrohyrax dorsalis, Order Hyracoidea) at Bossou, Guinea. An adolescent female carried one hyrax for 15 hr, slept with it in her nest, and groomed it. The captive was not consumed. Nearby adults ignored the hyrax. In another case, two adolescent males timidly inspected a small hyrax. These observations indicate that the chimpanzees at Bossou do not regard the hyrax as a prey animal, supporting the idea that lack of opportunity does not seem to be the only reason that chimpanzees do not consume an individual of a potential prey species.",NA,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,20,0,30,NA,NA,0275-2565,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Primate Research Institute, Kyoto University, Inuyama, Aichi, 484-8506, Japan",NA,NA,NA,01/02/2001,ZOOREC:ZOOR13700020605,11170171
1,J,"Cenni, Camilla; Christie, Jessica B.A.; Van der Pant, Yanni; Gunst, Noelle; Vasey, Paul L.; Wandia, I. Nengah; Leca, Jean-Baptiste",,NA,NA,"Cenni, Camilla/GZH-1114-2022","Cenni, Camilla/0000-0002-5990-8553",,NA,NA,NA,Do monkeys use sex toys? Evidence of stone tool-assisted masturbation in free-ranging long-tailed macaques.,NA,NA,NA,,NA,NA,NA,Ethology,NA,NA,NA,128,9,NA,NA,632,646,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Sep-22,2022,"Recent reports on tool use in nonforaging contexts have led researchers to reconsider the proximate drivers of instrumental object manipulation. In this study, we explore the physiological and behavioral correlates of two stone-directed and seemingly playful actions, the repetitive tapping and rubbing of stones onto the genital and inguinal area, respectively, that may have been co-opted into self-directed tool-assisted masturbation in long-tailed macaques (i.e., Sex Toy hypothesis). We predicted that genital and inguinal stone-tapping and rubbing would be more closely temporally associated with physiological responses (e.g., estrus in females, penile erection in males) and behavior patterns (e.g., sexual mounts and other mating interactions) that are sexually motivated than other stone-directed play. We also predicted that the stones selected to perform genital and inguinal stone-tapping and rubbing actions would be less variable in number, size, and texture than the stones typically used during other stone-directed playful actions. Overall, our data partly supported the Sex Toy hypothesis indicating that stone-directed tapping and rubbing onto the genital and inguinal area are sexually motivated behaviors. Our research suggests that instrumental behaviors of questionably adaptive value may be maintained over evolutionary time through pleasurable/self-rewarding mechanisms, such as those underlying playful and sexual activities.",NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,6,0,10,NA,NA,0179-1613,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Lethbridge, Dept Psychol, 4401 Univ Dr West, Lethbridge, AB, T1K 3M4, Canada",NA,NA,NA,24/09/2022,ZOOREC:ZOOR15810046657,NA
1,J,"Owen, Kylie; Dunlop, Rebecca; Donnelly, David",,NA,NA,"Owen, Kylie/K-9400-2015","Owen, Kylie/0000-0002-8986-482X",,NA,NA,NA,Seaweed Interactions by Humpback Whales (Megaptera novaeangliae): A Form of Object Play?,NA,NA,NA,,NA,NA,NA,Aquatic Mammals,NA,NA,NA,38,4,NA,NA,418,422,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,2012,2012,,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,2,0,7,NA,NA,0167-5427,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Queensland, Sch Vet Sci, Gatton Campus, Brisbane, Qld, 4343, Australia",NA,NA,NA,30/05/2013,ZOOREC:ZOOR14906022301,NA
1,B,"Yamamoto, Shinya; Yamakoshi, Gen; Humle, Tatyana; Matsuzawa, Tetsuro",,NA,NA,"Matsuzawa, Tetsuro/ABE-9654-2021","Matsuzawa, Tetsuro/0000-0002-8147-2725","Matsuzawa, Tetsuro; Humle, Tatyana; Sugiyama, Yukimara",NA,NA,NA,Ant fishing in trees: invention and modification of a new tool-use behavior.,NA,NA,NA,,NA,NA,NA,The chimpanzees of Bossou and Nimba. [Primatology monographs.],NA,NA,NA,,,NA,NA,123,130,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,2011,2011,,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,,NA,978-4-431-53920-9,NA,NA,NA,NA,NA,NA,NA,NA,"Primate Research Institute, Kyoto University, 41-2 Kanrin, Inuyama, Aichi 484-8506, Japan",NA,NA,NA,03/11/2011,ZOOREC:ZOOR14711080901,NA
1,J,"Sakura, O.; Matsuzara, T.",,NA,NA,,,,NA,NA,NA,Flexibility of wild chimpanzee nut-cracking behavior using stone hammers and anvils: an experimental analysis.,NA,NA,NA,,NA,NA,NA,Ethology,NA,NA,NA,87,02-Mar,NA,NA,237,248,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,1991,1991,,NA,NA,NA,NA,NA,NA,NA,NA,75,1,0,0,42,1,80,NA,NA,0179-1613,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1991,ZOOREC:ZOOR12800013546,NA
0,J,"Williams, N.E.",,NA,NA,,,,NA,NA,NA,The use of caddisflies (Trichoptera) in palaeoecology.,NA,NA,NA,,NA,NA,NA,Palaeogeography Palaeoclimatology Palaeoecology,NA,NA,NA,62,01-Apr,NA,NA,493,500,NA,NA,NA,10.1016/0031-0182(88)90069-7,NA,NA,NA,NA,NA,,Article,1988,1988,,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,11,0,23,NA,NA,0031-0182,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1988,ZOOREC:ZOOR12400058811,NA
1,J,"Heldstab, Sandra A.; Isler, Karin; Schuppli, Caroline; van Schaik, Carel P.",,NA,NA,"Heldstab, Sandra Andrea/I-4205-2019; Isler, Karin/A-9566-2008","Heldstab, Sandra Andrea/0000-0002-5909-1870; Isler, Karin/0000-0002-2391-1523",,NA,NA,NA,When ontogeny recapitulates phylogeny: Fixed neurodevelopmental sequence of manipulative skills among Primates.,NA,NA,NA,,NA,NA,NA,Science Advances,NA,NA,NA,6,30,NA,NA,eabb4685,eabb4685,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jul-20,2020,"Neural development is highly conserved across distantly related species of different brain sizes. Here, we show that the development of manipulative complexity is equally cumulative across 36 primate species and also that its ontogeny recapitulates phylogeny. Furthermore, larger-brained species reach their adult skill levels later than smaller-brained ones, largely because they start later with the simplest techniques. These findings demonstrate that these motor behaviors are not modular and that their slow development may constrain their evolution. Complex foraging techniques therefore critically require a slow life history with low mortality, which explains the limited taxonomic distribution of flexible tool use and the unique elaboration of human technology.",NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,9,0,21,NA,NA,2375-2548; 2375-2548,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Zurich, Dept Anthropol, Winterthurerstr 190, Zurich, CH-8057, Switzerland",NA,NA,NA,28/09/2020,ZOOREC:ZOOR15610071143,32754638
