Include,Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
1,J,"Rutz, Christian; Sugasawa, Shoko; van der Wal, Jessica E.M.; Klump, Barbara C.; St Clair, James J.H.",,,,"Klump, Barbara/JFB-1860-2023; St Clair, James J H/H-4946-2011","St Clair, James/0000-0003-2902-4391; Rutz, Christian/0000-0001-5187-7417; Sugasawa, Shoko/0000-0003-4452-1177; Klump, Barbara/0000-0003-3919-452X; van der Wal, Jessica Eva Megan/0000-0002-6441-3598",,,,,Tool bending in New Caledonian crows.,,,,,,,,Royal Society Open Science,,,,3,8,,,160439,160439,,,,,,,,,,,Article,Aug-16,2016,"'Betty' the New Caledonian crow astonished the world when she 'spontaneously' bent straight pieces of garden wire into hooked foraging tools. Recent field experiments have revealed that tool bending is part of the species' natural behavioural repertoire, providing important context for interpreting Betty's iconic wire-bending feat. More generally, this discovery provides a compelling illustration of how natural history observations can inform laboratory-based research into the cognitive capacities of non-human animals.",,,,,,,,,23,1,1,0,18,0,25,,,2054-5703; 2054-5703,,,,,,,,,,,"Univ St Andrews, Sch Biol, St Andrews, Fife, KY16 9TH, United Kingdom",,,,01/08/2016,ZOOREC:ZOOR15407040905,27853622
1,J,"St Clair, James J.H.; Klump, Barbara C.; van der Wal, Jessica E.M.; Sugasawa, Shoko; Rutz, Christian",,,,"Klump, Barbara/JFB-1860-2023; St Clair, James J H/H-4946-2011","Sugasawa, Shoko/0000-0003-4452-1177; van der Wal, Jessica Eva Megan/0000-0002-6441-3598; Klump, Barbara/0000-0003-3919-452X; St Clair, James/0000-0003-2902-4391; Rutz, Christian/0000-0001-5187-7417",,,,,Strong between-site variation in New Caledonian crows' use of hook-tool-making materials.,,,,,,,,Biological Journal of the Linnean Society,,,,118,2,,,226,232,,,,,,,,,,,Article,Jun-16,2016,"Functional tool use requires the selection of appropriate raw materials. New Caledonian crows Corvus moneduloides are known for their extraordinary tool-making behaviour, including the crafting of hooked stick tools from branched vegetation. We describe a surprisingly strong between-site difference in the plant materials used by wild crows to manufacture these tools: crows at one study site use branches of the non-native shrub Desmanthus virgatus, whereas only approximately 7km away, birds apparently ignore this material in favour of the terminal twigs of an as-yet-unidentified tree species. Although it is likely that differences in local plant communities drive this striking pattern, it remains to be determined how and why crows develop such strong site-specific preferences for certain raw materials.",,,,,,,,,14,0,0,0,13,0,17,,,0024-4066,,,,,,,,,,,"Univ St Andrews, Ctr Biol Divers, St Andrews, Fife, KY16 9TH, United Kingdom",,,,26/05/2016,ZOOREC:ZOOR15206039130,27867222
1,J,"Matsui, Hiroshi; Hunt, Gavin R.; Oberhofer, Katja; Ogihara, Naomichi; McGowan, Kevin J.; Mithraratne, Kumar; Yamasaki, Takeshi; Gray, Russell D.; Izawa, Ei-Ichi",,,,"McGowan, Kevin J./F-2712-2012; Ogihara, Naomichi/P-3092-2019","Ogihara, Naomichi/0000-0002-1697-9263; Mithraratne, Kumar/0000-0001-8090-8876; Oberhofer, Katja/0000-0001-5469-9951",,,,,Adaptive bill morphology for enhanced tool manipulation in New Caledonian crows.,,,,,,,,Scientific Reports,,,,6,,,,22776,22776,,,,,,,,,,,Article,Mar 9 2016,2016,"Early increased sophistication of human tools is thought to be underpinned by adaptive morphology for efficient tool manipulation. Such adaptive specialisation is unknown in nonhuman Primates but may have evolved in the New Caledonian crow, which has sophisticated tool manufacture. The straightness of its bill, for example, may be adaptive for enhanced visually-directed use of tools. Here, we examine in detail the shape and internal structure of the New Caledonian crow's bill using Principal Components Analysis and Computed Tomography within a comparative framework. We found that the bill has a combination of interrelated shape and structural features unique within Corvus, and possibly birds generally. The upper mandible is relatively deep and short with a straight cutting edge, and the lower mandible is strengthened and upturned. These novel combined attributes would be functional for (i) counteracting the unique loading patterns acting on the bill when manipulating tools, (ii) a strong precision grip to hold tools securely, and (iii) enhanced visually-guided tool use. Our findings indicate that the New Caledonian crow's innovative bill has been adapted for tool manipulation to at least some degree. Early increased sophistication of tools may require the co-evolution of morphology that provides improved manipulatory skills.",,,,,,,,,28,1,1,0,24,1,30,,,2045-2322,,,,,,,,,,,"Univ Auckland, Sch Psychol, Auckland, 1, New Zealand",,,,24/11/2016,ZOOREC:ZOOR15212074560,26955788
1,J,"Hunt, Gavin R.",,,,,,,,,,Social and Spatial Reintegration Success of New Caledonian Crows (Corvus moneduloides) Released after Aviary Confinement.,,,,,,,,Wilson Journal of Ornithology,,,,128,1,,,168,173,,,,10.1676/1559-4491-128.1.168,,,,,,,Article,Mar-16,2016,"Wild birds are sometimes brought into captivity in order to conduct more controlled experiments, then released. Follow up work investigating how successful these birds are at reintegrating into their original habitats are rare. Here, I investigate the reintegration success of 13 New Caledonian Crows (Corvus moneduloides) who spent from 4-210 days in a large outdoor aviary in 2012 and 2014, then were released at their capture site. Five of the crows were monitored by telemetry for 2 weeks after their release in November 2014. In March and April 2015, 12 of the 13 crows were recorded at feeding sites where they were captured. The released crows showed a high degree of site fidelity and appeared to rapidly reintegrate with resident crows in the area. There were two cases of released crows successfully breeding. Long-term stay in captivity appears to have minimal impact on the ability of sub-adult and adult crows to re-establish their wild lifestyles, but juvenile crows <1 year old may find it more difficult to reintegrate after extended periods in captivity.",,,,,,,,,9,0,0,0,7,0,9,,,1559-4491,,,,,,,,,,,"Univ Auckland, Sch Psychol, Private Bag 92019, Auckland, 1, New Zealand",,,,30/06/2016,ZOOREC:ZOOR15207043550,
1,J,"Troscianko, Jolyon; Rutz, Christian",,,,,"Troscianko, Jolyon/0000-0001-9071-2594; Rutz, Christian/0000-0001-5187-7417",,,,,Activity profiles and hook-tool use of New Caledonian crows recorded by bird-borne video cameras.,,,,,,,,Biology Letters,,,,11,12,,,20150777,20150777,,,,,,,,,,,Article,Dec 1 2015,2015,"New Caledonian crows are renowned for their unusually sophisticated tool behaviour. Despite decades of fieldwork, however, very little is known about how they make and use their foraging tools in the wild, which is largely owing to the difficulties in observing these shy forest birds. To obtain first estimates of activity budgets, as well as close-up observations of tool-assisted foraging, we equipped 19 wild crows with self-developed miniature video cameras, yielding more than 10 h of analysable video footage for 10 subjects. While only four crows used tools during recording sessions, they did so extensively: across all 10 birds, we conservatively estimate that tool-related behaviour occurred in 3% of total observation time, and accounted for 19% of all foraging behaviour. Our video-loggers provided first footage of crows manufacturing, and using, one of their most complex tool types-hooked stick tools-under completely natural foraging conditions. We recorded manufacture from live branches of paperbark (Melaleuca sp.) and another tree species (thought to be Acacia spirorbis), and deployment of tools in a range of contexts, including on the forest floor. Taken together, our video recordings reveal an 'expanded' foraging niche for hooked stick tools, and highlight more generally how crows routinely switch between tool-and bill-assisted foraging.",,,,,,,,,14,0,0,0,10,0,16,,,1744-9561,,,,,,,,,,,"Univ St Andrews, Sch Biol, St Andrews, Fife, KY16 9TH, United Kingdom",,,,26/05/2016,ZOOREC:ZOOR15206034016,26701755
1,J,"Klump, Barbara C.; Sugasawa, Shoko; St Clair, James J.H.; Rutz, Christian",,,,"St Clair, James J H/H-4946-2011; Klump, Barbara/JFB-1860-2023","Klump, Barbara/0000-0003-3919-452X; Rutz, Christian/0000-0001-5187-7417; St Clair, James/0000-0003-2902-4391; Sugasawa, Shoko/0000-0003-4452-1177",,,,,Hook tool manufacture in New Caledonian crows: behavioural variation and the influence of raw materials.,,,,,,,,BMC Biology,,,,13,,,,97,97,,,,,,,,,,,Article,Nov 18 2015,2015,"Background: New Caledonian crows use a range of foraging tools, and are the only non-human species known to craft hooks. Based on a small number of observations, their manufacture of hooked stick tools has previously been described as a complex, multi-stage process. Tool behaviour is shaped by genetic predispositions, individual and social learning, and/or ecological influences, but disentangling the relative contributions of these factors remains a major research challenge. The properties of raw materials are an obvious, but largely overlooked, source of variation in tool-manufacture behaviour. We conducted experiments with wild-caught New Caledonian crows, to assess variation in their hooked stick tool making, and to investigate how raw-material properties affect the manufacture process. Results: In Experiment 1, we showed that New Caledonian crows' manufacture of hooked stick tools can be much more variable than previously thought (85 tools by 18 subjects), and can involve two newly-discovered behaviours: 'pulling' for detaching stems and bending of the tool shaft. Crows' tool manufactures varied significantly: in the number of different action types employed; in the time spent processing the hook and bending the tool shaft; and in the structure of processing sequences. In Experiment 2, we examined the interaction of crows with raw materials of different properties, using a novel paradigm that enabled us to determine subjects' rank-ordered preferences (42 tools by 7 subjects). Plant properties influenced: the order in which crows selected stems; whether a hooked tool was manufactured; the time required to release a basic tool; and, possibly, the release technique, the number of behavioural actions, and aspects of processing behaviour. Results from Experiment 2 suggested that at least part of the natural behavioural variation observed in Experiment 1 is due to the effect of raw-material properties. Conclusions: Our discovery of novel manufacture behaviours indicates a plausible scenario for the evolutionary origins, and gradual refinement, of New Caledonian crows' hooked stick tool making. Furthermore, our experimental demonstration of a link between raw-material properties and aspects of tool manufacture provides an alternative hypothesis for explaining regional differences in tool behaviours observed in New Caledonian crows, and some primate species.",,,,,,,,,20,1,0,0,14,0,20,,,1741-7007,,,,,,,,,,,"Univ St Andrews, Sch Biol, Sir Harold Mitchell Bldg, St Andrews, Fife, KY16 9TH, United Kingdom",,,,28/01/2016,ZOOREC:ZOOR15202011228,26582537
1,J,"St Clair, James J.H.; Burns, Zackory T.; Bettaney, Elaine M.; Morrissey, Michael B.; Otis, Brian; Ryder, Thomas B.; Fleischer, Robert C.; James, Richard; Rutz, Christian",,,,"St Clair, James J H/H-4946-2011; James, Richard/E-5061-2013; Ryder, Thomas Brandt/G-1868-2010; Morrissey, Michael/F-3226-2010","Ryder, Thomas Brandt/0000-0002-5517-6607; St Clair, James/0000-0003-2902-4391; Rutz, Christian/0000-0001-5187-7417; Morrissey, Michael/0000-0001-6209-0177",,,,,Experimental resource pulses influence social-network dynamics and the potential for information flow in tool-using crows.,,,,,,,,Nature Communications,,,,6,,,,7197,7197,,,,,,,,,,,Article,Nov-15,2015,"Social-network dynamics have profound consequences for biological processes such as information flow, but are notoriously difficult to measure in the wild. We used novel transceiver technology to chart association patterns across 19 days in a wild population of the New Caledonian crow-a tool-using species that may socially learn, and culturally accumulate, tool-related information. To examine the causes and consequences of changing network topology, we manipulated the environmental availability of the crows' preferred tool-extracted prey, and simulated, in silico, the diffusion of information across field-recorded time-ordered networks. Here we show that network structure responds quickly to environmental change and that novel information can potentially spread rapidly within multi-family communities, especially when tool-use opportunities are plentiful. At the same time, we report surprisingly limited social contact between neighbouring crow communities. Such scale dependence in information-flow dynamics is likely to influence the evolution and maintenance of material cultures.",,,,,,,,,38,1,0,0,30,0,40,,,2041-1723,,,,,,,,,,,"Univ Oxford, Dept Zool, Oxford, OX1 3PS, United Kingdom",,,,03/03/2016,ZOOREC:ZOOR15203016783,26529116
1,J,"Jelbert, Sarah A.; Singh, Puja J.; Gray, Russell D.; Taylor, Alex H.",,,,"Taylor, Alex/HSF-3308-2023; Taylor, Alex H/D-6428-2012","Taylor, Alex/0000-0003-3492-7667; Jelbert, Sarah/0000-0002-7503-0648",,,,,New Caledonian Crows Rapidly Solve a Collaborative Problem without Cooperative Cognition.,,,,,,,,PLoS ONE,,,,10,8,,,e0133253,e0133253,,,,,,,,,,,Article,Aug 12 2015,2015,"There is growing comparative evidence that the cognitive bases of cooperation are not unique to humans. However, the selective pressures that lead to the evolution of these mechanisms remain unclear. Here we show that while tool-making New Caledonian crows can produce collaborative behavior, they do not understand the causality of cooperation nor show sensitivity to inequity. Instead, the collaborative behavior produced appears to have been underpinned by the transfer of prior experience. These results suggest that a number of possible selective pressures, including tool manufacture and mobbing behaviours, have not led to the evolution of cooperative cognition in this species. They show that causal cognition can evolve in a domain specific manner-understanding the properties and flexible uses of physical tools does not necessarily enable animals to grasp that a conspecific can be used as a social tool.",,,,,,,,,21,1,0,0,16,0,23,,,1932-6203,,,,,,,,,,,"Univ Auckland, Sch Psychol, Private Bag 92019, Auckland, 1, New Zealand",,,,01/10/2015,ZOOREC:ZOOR15110068698,26266937
1,J,"Klump, Barbara C.; van der Wal, Jessica E.M.; St Clair, James J.H.; Rutz, Christian",,,,"Klump, Barbara/JFB-1860-2023; St Clair, James J H/H-4946-2011","Rutz, Christian/0000-0001-5187-7417; St Clair, James/0000-0003-2902-4391; Klump, Barbara/0000-0003-3919-452X; van der Wal, Jessica Eva Megan/0000-0002-6441-3598",,,,,Context-dependent 'safekeeping' of foraging tools in New Caledonian crows.,,,,,,,,Proceedings of the Royal Society Biological Sciences Series B,,,,282,1808,,,20150278,20150278,,,,,,,,,,,Article,Jun 7 2015,2015,"Several animal species use tools for foraging, such as sticks to extract embedded arthropods and honey, or stones to crack open nuts and eggs. While providing access to nutritious foods, these behaviours may incur significant costs, such as the time and energy spent searching for, manufacturing and transporting tools. These costs can be reduced by re-using tools, keeping them safe when not needed. We experimentally investigated what New Caledonian crows do with their tools between successive prey extractions, and whether they express tool 'safekeeping' behaviours more often when the costs (foraging at height), or likelihood (handling of demanding prey), of tool loss are high. Birds generally took care of their tools (84% of 176 prey extractions, nine subjects), either trapping them underfoot (74%) or storing them in holes (26%) behaviours we also observed in the wild (19 cases, four subjects). Moreover, tool-handling behaviour was context-dependent, with subjects: keeping their tools safe significantly more often when foraging at height; and storing tools significantly more often in holes when extracting more demanding prey (under these conditions, foot-trapping proved challenging). In arboreal environments, safekeeping can prevent costly tool losses, removing a potentially important constraint on the evolution of habitual and complex tool behaviour.",,,,,,,,,16,0,0,0,9,0,16,,,0962-8452,,,,,,,,,,,"Univ St Andrews, Sch Biol, Sir Harold Mitchell Bldg, St Andrews, Fife, KY16 9TH, United Kingdom",,,,26/11/2015,ZOOREC:ZOOR15112082892,25994674
1,J,"Rutz, Christian; Morrissey, Michael B.; Burns, Zackory T.; Burt, John; Otis, Brian; St Clair, James J.H.; James, Richard",,,,"James, Richard/E-5061-2013; St Clair, James J H/H-4946-2011; Morrissey, Michael/F-3226-2010","Rutz, Christian/0000-0001-5187-7417; St Clair, James/0000-0003-2902-4391; Morrissey, Michael/0000-0001-6209-0177",,,,,Calibrating animal-borne proximity loggers.,,,,,,,,Methods in Ecology and Evolution,,,,6,6,,,656,667,,,,,,,,,,,Article,Jun-15,2015,"Growing interest in the structure and dynamics of animal social networks has stimulated efforts to develop automated tracking technologies that can reliably record encounters in free-ranging subjects. A particularly promising approach is the use of animal-attached proximity loggers', which collect data on the incidence, duration and proximity of spatial associations through inter-logger radio communication. While proximity logging is based on a straightforward physical principle - the attenuation of propagating radio waves with distance - calibrating systems for field deployment is challenging, since most study species roam across complex, heterogeneous environments. In this study, we calibrated a recently developed digital proximity-logging system (Encounternet') for deployment on a wild population of New Caledonian crows Corvus moneduloides. Our principal objective was to establish a quantitative model that enables robust post hoc estimation of logger-to-logger (and, hence, crow-to-crow) distances from logger-recorded signal-strength values. To achieve an accurate description of the radio communication between crow-borne loggers, we conducted a calibration exercise that combines theoretical analyses, field experiments, statistical modelling, behavioural observations, and computer simulations. We show that, using signal-strength information only, it is possible to assign crow encounters reliably to predefined distance classes, enabling powerful analyses of social dynamics. For example, raw data sets from field-deployed loggers can be filtered at the analysis stage to include predominantly encounters where crows would have come to within a few metres of each other, and could therefore have socially learned new behaviours through direct observation. One of the main challenges for improving data classification further is the fact that crows - like most other study species - associate across a wide variety of habitats and behavioural contexts, with different signal-attenuation properties. Our study demonstrates that well-calibrated proximity-logging systems can be used to chart social associations of free-ranging animals over a range of biologically meaningful distances. At the same time, however, it highlights that considerable efforts are required to conduct study-specific system calibrations that adequately account for the biological and technological complexities of field deployments. Although we report results from a particular case study, the basic rationale of our multi-step calibration exercise applies to many other tracking systems and study species.",,,,,,,,,18,0,0,0,14,0,19,,,,,,,,,,,,,,"Univ St Andrews, Ctr Biol Divers, Sir Harold Mitchell Bldg, St Andrews, Fife, KY16 9TH, United Kingdom",,,,26/11/2015,ZOOREC:ZOOR15112082503,27547298
1,J,"Knaebe, Brenna; Taylor, Alex H.; Miller, Rachael; Gray, Russell D.",,,,"Taylor, Alex H/D-6428-2012; Taylor, Alex/HSF-3308-2023","Taylor, Alex/0000-0003-3492-7667; Knaebe, Brenna/0000-0002-5608-8297; Miller (Harrison), Rachael/0000-0003-2996-9571",,,,,New Caledonian crows (Corvus moneduloides) attend to barb presence during pandanus tool manufacture and use.,,,,,,,,Behaviour,,,,152,15,,,2107,2125,,,,,,,,,,,Article,2015,2015,"New Caledonian crows craft wooden hook tools and incorporate naturally occurring barbs into the leaf tools that they manufacture. This raises the question as to whether, or to what degree, these birds are sensitive to the hooks on their hooked and barbed tools. Past research in this area has provided equivocal results. We tested whether New Caledonian crows attend to the presence and orientation of barbs on pandanus leaves and tools during tool manufacture and selection tasks. Our results show that New Caledonian crows attend to barb presence during both pandanus tool manufacture and use, but do not attend to barb direction during pandanus tool use. We conclude that task context, the time and energetic costs of attending to barbs, relative foraging efficiency, and different experimental designs may influence whether, and to what degree, NC crows attend to pandanus barbs.",,,,,,,,,4,0,0,0,3,0,4,,,0005-7959,,,,,,,,,,,"Univ Auckland, Dept Psychol, Auckland, 1, New Zealand",,,,07/01/2016,ZOOREC:ZOOR15201008177,
1,J,"Martinho, Antone, III; Burns, Zackory T.; von Bayern, Auguste M.P.; Kacelnik, Alex",,,,,"Martinho, Antone/0000-0002-7895-4379; von Bayern, Auguste/0000-0002-0981-9456",,,,,"Monocular Tool Control, Eye Dominance, and Laterality in New Caledonian Crows.",,,,,,,,Current Biology,,,,24,24,,,2930,2934,,,,,,,,,,,Article,Dec-14,2014,"Tool use, though rare, is taxonomically widespread, but morphological adaptations for tool use are virtually unknown (1). We focus on the New Caledonian crow (NCC, Corvus moneduloides), which displays some of the most innovative tool-related behavior among nonhumans (2-6). One of their major food sources is larvae extracted from burrows with sticks held diagonally (7) in the bill, oriented with individual, but not species-wide, laterality (8, 9). Among possible behavioral (10) and anatomical adaptations for tool use (5, 11-15), NCCs possess unusually wide binocular visual fields (up to 60[degree]), suggesting that extreme binocular vision may facilitate tool use (5). Here, we establish that during natural extractions, tool tips can only be viewed by the contralateral eye. Thus, maintaining binocular view of tool tips is unlikely to have selected for wide binocular fields; the selective factor is more likely to have been to allow each eye to see far enough across the midsagittal line to view the tool's tip monocularly (5, 16). Consequently, we tested the hypothesis that tool side preference follows eye preference and found that eye dominance does predict tool laterality across individuals. This contrasts with humans' species-wide motor laterality and uncorrelated motor-visual laterality (17), possibly because bill-held tools are viewed monocularly and move in concert with eyes, whereas hand-held tools are visible to both eyes and allow independent combinations of eye preference and handedness. This difference may affect other models of coordination between vision and mechanical control, not necessarily involving tools.",,,,,,,,,16,0,0,0,13,0,18,,,0960-9822,,,,,,,,,,,"Univ Oxford, Dept Zool, S Parks Rd, Oxford, OX1 3PS, United Kingdom",,,,05/03/2015,ZOOREC:ZOOR15103017918,25484292
1,J,"Logan, Corina J.; Jelbert, Sarah A.; Breen, Alexis J.; Gray, Russell D.; Taylor, Alex H.",,,,"Gray, Russell D/H-2078-2015; Taylor, Alex H/D-6428-2012; Taylor, Alex/HSF-3308-2023","Gray, Russell D/0000-0002-9858-0191; Taylor, Alex/0000-0003-3492-7667; Logan, Corina/0000-0002-5944-906X; Breen, Alexis/0000-0002-2331-0920; Jelbert, Sarah/0000-0002-7503-0648",,,,,Modifications to the Aesop's Fable Paradigm Change New Caledonian Crow Performances.,,,,,,,,PLoS ONE,,,,9,7,,,e103049,e103049,,,,,,,,,,,Article,Jul 23 2014,2014,"While humans are able to understand much about causality, it is unclear to what extent non-human animals can do the same. The Aesop's Fable paradigm requires an animal to drop stones into a water-filled tube to bring a floating food reward within reach. Rook, Eurasian jay, and New Caledonian crow performances are similar to those of children under seven years of age when solving this task. However, we know very little about the cognition underpinning these birds' performances. Here, we address several limitations of previous Aesop's Fable studies to gain insight into the causal cognition of New Caledonian crows. Our results provide the first evidence that any non-human animal can solve the U-tube task and can discriminate between water-filled tubes of different volumes. However, our results do not provide support for the hypothesis that these crows can infer the presence of a hidden causal mechanism. They also call into question previous object-discrimination performances. The methodologies outlined here should allow for more powerful comparisons between humans and other animal species and thus help us to determine which aspects of causal cognition are distinct to humans.",,,,,,,,,33,0,0,0,23,0,35,,,1932-6203,,,,,,,,,,,"Univ Calif Santa Barbara, Dept Psychol & Brain Sci, Santa Barbara, CA, 93106, USA",,,,29/11/2014,ZOOREC:ZOOR15012073497,25055009
1,J,"Hunt, Gavin R.",,,,,,,,,,New Caledonian Crows' (Corvus moneduloides) Pandanus Tool Designs: Diversification or Independent Invention?,,,,,,,,Wilson Journal of Ornithology,,,,126,1,,,133,139,,,,10.1676/13-085.1,,,,,,,Article,Mar-14,2014,"New Caledonian Crows (Corvus moneduloides) manufacture the most complex foraging tools used by nonhuman animals. Not only do they shape multiple tool designs of different complexity out of raw material using distinct, design-specific manufacture techniques, they are the only species to incorporate hook technology. The three different hook tool designs that they cut out of barbed Pandanus spp. leaves are suggested to have evolved by a process of diversification through cumulative changes rather than independent invention. Here, I describe three examples of an oversized version of the so-called 'narrow' pandanus tool design in an area where narrow tools are also made. My observation of the way a crow used one of these oversized tools in the wild suggests that they may be efficient for foraging in especially deep probe sites. The co-occurrence of two different designs originating from a very similar manufacture technique is consistent with diversification. Furthermore, qualitative data suggest that shape variation in the three previously described pandanus tool designs might be associated with ecological function. These findings strengthen the possibility that pandanus tool designs are an example of rudimentary diversification developed in close association with functional requirements.",,,,,,,,,6,1,0,0,5,1,9,,,1559-4491,,,,,,,,,,,"Univ Auckland, Sch Psychol, Private Bag 92019, Auckland, 1, New Zealand",,,,24/07/2014,ZOOREC:ZOOR15008039639,
1,J,"Jacobs, Ivo F.; Osvath, Mathias; Osvath, Helena; Mioduszewska, Berenika; von Bayern, Auguste M.P.; Kacelnik, Alex",,,,"Jacobs, Ivo/I-3789-2019; Pardo, Jose M/H-3745-2013; Montero, Juan M/K-2381-2014; SAN SEGUNDO HERNANDEZ, RUBEN/J-6027-2017","Jacobs, Ivo/0000-0002-2182-7686; von Bayern, Auguste/0000-0002-0981-9456",,,,,Object caching in corvids: Incidence and significance.,,,,,,,,Behavioural Processes,,,,102,,,,25,32,,,,,,,,,,,Article,Feb-14,2014,"Food caching is a paramount model for studying relations between cognition, brain organisation and ecology in corvids. In contrast, behaviour towards inedible objects is poorly examined and understood. We review the literature on object caching in corvids and other birds, and describe an exploratory study on object caching in ravens, New Caledonian crows and jackdaws. The captive adult birds were presented with an identical set of novel objects adjacent to food. All three species cached objects, which shows the behaviour not to be restricted to juveniles, food cachers, tool-users or individuals deprived of cacheable food. The pattern of object interaction and caching did not mirror the incidence of food caching: the intensely food caching ravens indeed showed highest object caching incidence, but the rarely food caching jackdaws cached objects to similar extent as the moderate food caching New Caledonian crows. Ravens and jackdaws preferred objects with greater sphericity, but New Caledonian crows preferred stick-like objects (similar to tools). We suggest that the observed object caching might have been expressions of exploration or play, and deserves being studied in its own right because of its potential significance for tool-related behaviour and learning, rather than as an over-spill from food-caching research. This article is part of a Special Issue entitled: CO3 2013. (C) 2013 Elsevier B.V. All rights reserved.",,,,,,,,,16,0,0,0,12,0,18,,,0376-6357,,,,,,,,,,,"Univ Lund, Dept Cognit Sci, Lund, S-22222, Sweden",,,,29/05/2014,ZOOREC:ZOOR15006032988,24333834
1,J,"McGrew, W.C.",,,,,,,,,,Is primate tool use special? Chimpanzee and New Caledonian crow compared.,,,,,,,,Royal Society Philosophical Transactions Biological Sciences,,,,368,1630,,,20120422,20120422,,,,,,,,,,,Article,Nov 19 2013,2013,"The chimpanzee (Pan troglodytes) is well-known in both nature and captivity as an impressive maker and user of tools, but recently the New Caledonian crow (Corvus moneduloides) has been championed as being equivalent or superior to the ape in elementary technology. I systematically compare the two taxa, going beyond simple presence/absence scoring of tool-using and -making types, on four more precise aspects of material culture: (i) types of associative technology (tools used in combination); (ii) modes of tool making; (iii) modes of tool use; and (iv) functions of tool use. I emphasize tool use in nature, when performance is habitual or customary, rather than in anecdotal or idiosyncratic. On all four measures, the ape shows more variety than does the corvid, especially in modes and functions that go beyond extractive foraging. However, more sustained field research is required on the crows before this contrast is conclusive.",,,,,,,,,0,0,0,0,0,0,0,,,0962-8436,,,,,,,,,,,"Univ Cambridge, Dept Archaeol & Anthropol, Fitzwilliam St, Cambridge, CB21QH, United Kingdom",,,,26/06/2014,ZOOREC:ZOOR15007034652,
1,J,"Dymond, Simon; Haselgrove, Mark; McGregor, Anthony",,,,"Dymond, Simon/M-5524-2019; McGregor, Anthony/B-7682-2008","Dymond, Simon/0000-0003-1319-4492; Haselgrove, Mark/0000-0001-8981-1181; McGregor, Anthony/0000-0003-0265-828X",,,,,Clever crows or unbalanced birds?,,,,,,,,Proceedings of the National Academy of Sciences of the United States of America,,,,110,5,,,E336,E336,,,,,,,,,,,Article,Jan 29 2013,2013,,,,,,,,,,10,0,0,0,8,0,10,,,0027-8424,,,,,,,,,,,"Swansea Univ, Dept Psychol, Swansea, W Glam, SA2 8PP, United Kingdom",,,,29/01/2013,ZOOREC:ZOOR15009042395,23345454
1,J,"Taylor, Alex H.; Knaebe, Brenna; Gray, Russell D.",,,,"Gray, Russell D/H-2078-2015; Taylor, Alex/HSF-3308-2023; Taylor, Alex H/D-6428-2012","Gray, Russell D/0000-0002-9858-0191; Taylor, Alex/0000-0003-3492-7667;",,,,,An end to insight? New Caledonian crows can spontaneously solve problems without planning their actions.,,,,,,,,Proceedings of the Royal Society Biological Sciences Series B,,,,279,1749,,,4977,4981,,,,,,,,,,,Article,Dec 22 2012,2012,"Animals rarely solve problems spontaneously. Some bird species, however, can immediately find a solution to the string-pulling problem. They are able to rapidly gain access to food hung on the end of a long string by repeatedly pulling and then stepping on the string. It is currently unclear whether these spontaneous solutions are produced by insight or by a perceptual-motor feedback loop. Here, we presented New Caledonian crows and humans with a novel horizontal string-pulling task. While the humans succeeded, no individual crow showed a significant preference for the connected string, and all but one failed to gain the food even once. These results clearly show that string pulling in New Caledonian crows is generated not by insight, but by perceptual feedback. Animals can spontaneously solve problems without planning their actions.",,,,,,,,,51,1,1,0,39,1,61,,,0962-8452,,,,,,,,,,,"Univ Auckland, Dept Psychol, Private Bag 92019, Auckland, 1, New Zealand",,,,05/03/2013,ZOOREC:ZOOR14903012616,23097511
