Include,Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
1,J,"Musgrave, Stephanie; Morgan, David; Lonsdorf, Elizabeth; Mundry, Roger; Sanz, Crickette",,,,,,,,,,Tool transfers are a form of teaching among chimpanzees.,,,,,,,,Scientific Reports,,,,6,,,,34783,34783,,,,,,,,,,,Article,Oct 11 2016,2016,"Teaching is a form of high-fidelity social learning that promotes human cumulative culture. Although recently documented in several nonhuman animals, teaching is rare among Primates. In this study, we show that wild chimpanzees (Pan troglodytes troglodytes) in the Goualougo Triangle teach tool skills by providing learners with termite fishing probes. Tool donors experienced significant reductions in tool use and feeding, while tool recipients significantly increased their tool use and feeding after tool transfers. These transfers meet functional criteria for teaching: they occur in a learner's presence, are costly to the teacher, and improve the learner's performance. Donors also showed sophisticated cognitive strategies that effectively buffered them against potential costs. Teaching is predicted when less costly learning mechanisms are insufficient. Given that these chimpanzees manufacture sophisticated, brush-tipped fishing probes from specific raw materials, teaching in this population may relate to the complexity of these termite-gathering tasks.",,,,,,,,,61,0,0,0,36,0,69,,,2045-2322,,,,,,,,,,,"Washington Univ, Dept Anthropol, St Louis, MO, 63130, USA",,,,26/01/2017,ZOOREC:ZOOR15302009149,27725706
1,J,"McLennan, Matthew R.; Lorenti, Georgia A.; Mugenyi, Simon; Muganzi, Jonan; Rohen, Jacqueline",,,,,,,,,,"Digging for clues: Stick tools used for honey digging in a second community of 'forest fragment chimpanzees' outside the Budongo and Bugoma Forests, Uganda.",,,,,,,,Revue de Primatologie,,,,,,,,6718,6718,,,,,,,,,,,Article,2019,2019,"Chimpanzees (Pan troglodytes) are one of the most frequent tool users among nonhuman Primates. Documenting tool use in newly-studied chimpanzee populations, and identifying technological variation among regional groups ('communities'), aids understanding of the behavioural and 'cultural' diversity of this species. Some chimpanzee populations use sticks to dig out subterranean nests of stingless bees (Meliponini) to access the underground honey stores, a tool-assisted foraging behaviour referred to here as 'honey digging'. Honey digging has been reported mostly from sites in Central and West-Central Africa, and appears less common in East Africa. Chimpanzees in mid-western Uganda have unusually small tool repertoires. In particular, well-studied chimpanzees in Uganda's Budongo Forest famously do not use stick tools in foraging. However, honey digging was found to occur in the Bulindi community, which inhabit remnant fragments of riverine forest between the main Budongo and Bugoma forests. Previously, it was unclear if this technology was unique to the Bulindi community among chimpanzee communities within the greater Budongo-Bugoma landscape. Here, we show that honey digging with sticks occurs in a second group of 'forest fragment chimpanzees' (known as the Mairirwe community) that also range outside the Budongo and Bugoma forests. Digging (or 'perforating') sticks recovered at two Meliponini ground nests in Mairirwe were remarkably similar in dimensions to digging sticks from Bulindi. Sticks used by these two nearby Ugandan populations were also similar to honey digging sticks used by chimpanzees in Central Africa, suggesting relative uniformity in this tool use behaviour across a large geographical area. Our study also showed that chimpanzees in Mairirwe compete with humans for this underground resource, with local people using machetes to excavate the bee nests. Our data suggest that tool-assisted honey digging may be a foraging behaviour common to chimpanzees inhabiting riverine forest fragments outside the Budongo and Bugoma forests. This study also underscores the importance of considering populations surviving in degraded human-modified habitats outside Uganda's main forest blocks, such as the Mairirwe and Bulindi communities, in regional models to explain variation in chimpanzee tool use.",,,,,,,,,2,0,0,0,1,0,2,,,2077-3757,,,,,,,,,,,"Bulindi Chimpanzee & Community Project, Hoima, Uganda",,,,01/01/2019,ZOOREC:ZOOR15712083922,
1,J,"Alp, Rosalind",,,,,,,,,,Stepping-sticks and seat-sticks: new types of tools used by wild chimpanzees (Pan troglodytes) in Sierra Leone.,,,,,,,,American Journal of Primatology,,,,41,1,,,45,52,,,,10.1002/(SICI)1098-2345(1997)41:1<45::AID-AJP4>3.0.CO;2-#,,,,,,,Article,1997,1997,"In Tenkere, Sierra Leone, a community of wild chimpanzees (Pan troglodytes verus) spent long hours eating the fruits and flowers of the Kapok (Ceiba pentandra) tree. The branches of this species are covered in sharp thorns which make movement in their high canopies problematic for the chimpanzees. In an apparent attempt to increase their mobility and to ease the discomfort of lengthy bouts of eating in these trees, some of the Tenkere chimpanzees have been observed using stick tools as foot (stepping-sticks) and body (seat-sticks) protection against the painful thorns. This form of tool-using is culturally unique to the Tenkere chimpanzees, as at other sites where these apes have been observed eating parts of kapok trees, there are no published records of this tool technology. In three of the stepping-stick tool use incidents, the chimpanzee used the tool(s), held between their greater and lesser toes, in locomotion. This form of tool use is the first recorded case of habitually used tools that can be justifiably categorized as being worn by any known wild population of Pan troglodytes.",,,,,,,,,21,0,0,0,10,0,22,,,0275-2565,,,,,,,,,,,"c/o Rose Cottage, Shepherds Road, Bartley, Southampton, Hampshire S04 2LH, United Kingdom",,,,01/01/1997,ZOOREC:ZOOR13300045443,9064197
1,J,"Norikoshi, Kohshi",,,,,,,,,,Hand preference of wild chimpanzees observed in their tool behavior.,,,,,,,,Primate Research,,,,10,3,,,315,319,,,,,,,,,,,Article,Dec-94,1994,,,,,,,,,,1,0,0,0,1,0,1,,,0912-4047,,,,,,,,,,,,,,,01/12/1994,ZOOREC:ZOOR13100063775,
1,B,"Lemmon, Tess","Lemmon, Tess",,,,,,,,,Chimpanzees.,,,,,,,,Chimpanzees.,,,,,,,,1,111,,,,,,,,,,,Book,1994,1994,,,,,,,,,,0,0,0,0,0,0,0,,,,,1-873580-04-5,,,,,,,,,,,,,01/01/1994,ZOOREC:ZOOR13400000494,
1,J,,,,,,,"Cibot, Marie",,,,Special issue: Tool use among Ugandan forest fragment chimpanzees.,,,,,,,,Revue de Primatologie,,,,,,,,6718,"5996, 6237, 6426, 6706, 6718",,,,,,,,,,,Article,2019,2019,,,,,,,,,,0,0,0,0,0,0,0,,,2077-3757,,,,,,,,,,,"Bulindi Chimpanzee & Community Project, Hoima, Uganda",,,,01/01/2019,ZOOREC:ZOOR15712083918,
1,J,"Sanz, Crickette M.; Deblauwe, Isra; Tagg, Nikki; Morgan, David B.",,,,"Deblauwe, Isra/C-9725-2010; Deblauwe, Isra/AAH-7680-2019","Deblauwe, Isra/0000-0001-7268-8965",,,,,Insect prey characteristics affecting regional variation in chimpanzee tool use.,,,,,,,,Journal of Human Evolution,,,,71,,,,28,37,,,,,,,,,,,Article,Jun-14,2014,"It is an ongoing interdisciplinary pursuit to identify the factors shaping the emergence and maintenance of tool technology. Field studies of several primate taxa have shown that tool using behaviors vary within and between populations. While similarity in tools over spatial and temporal scales may be the product of socially learned skills, it may also reflect adoption of convergent strategies that are tailored to specific prey features. Much has been claimed about regional variation in chimpanzee tool use, with little attention to the ecological circumstances that may have shaped such differences. This study examines chimpanzee tool use in termite gathering to evaluate the extent to which the behavior of insect prey may dictate chimpanzee technology. More specifically, we conducted a systematic comparison of chimpanzee tool use and termite prey between the Goualougo Triangle in the Republic of Congo and the La Belgique research site in southeast Cameroon. Apes at both of these sites are known to use tool sets to gather several species of termites. We collected insect specimens and measured the characteristics of their nests. Associated chimpanzee tool assemblages were documented at both sites and video recordings were conducted in the Goualougo Triangle. Although Macrotermitinae assemblages were identical, we found differences in the tools used to gather these termites. Based on measurements of the chimpanzee tools and termite nests at each site, we concluded that some characteristics of chimpanzee tools were directly related to termite nest structure. While there is a certain degree of uniformity within approaches to particular tool tasks across the species range, some aspects of regional variation in hominoid technology are likely adaptations to subtle environmental differences between populations or groups. Such microecological differences between sites do not negate the possibility of cultural transmission, as social learning may be required to transmit specific behaviors among individuals. (C) 2014 Elsevier Ltd. All rights reserved.",,,,,,,,,25,0,0,0,19,0,26,,,0047-2484,,,,,,,,,,,"Washington Univ, Dept Anthropol, 1 Brookings Dr, St Louis, MO, 63130, USA",,,,30/10/2014,ZOOREC:ZOOR15011064044,24602365
1,J,"Fragaszy, Dorothy M.; Stone, Brian W.; Scott, Nicole M.; Menzel, Charles",,,,", Doree/HCI-4354-2022",", Doree/0000-0002-4010-4993; Scott, Nicole/0000-0001-9707-1136; Stone, Brian/0000-0002-4911-8419",,,,,How tufted capuchin monkeys (Cebus apella spp) and common chimpanzees (Pan troglodytes) align objects to surfaces: insights into spatial reasoning and implications for tool use.,,,,,,,,American Journal of Primatology,,,,73,10,,,1012,1030,,,,,,,,,,,Article,Oct-11,2011,"This report addresses phylogenetic variation in a spatial skill that underlies tool use: aligning objects to a feature of a surface. Fragaszy and Cummins-Sebree's (Behavioral and Cognitive Neuroscience Reviews 4:282[long dash]306, 2005) model of relational spatial reasoning and Skill Development and Perception[long dash]Action theories guided the design of the study. We examined how capuchins and chimpanzees place stick objects of varying shapes into matching grooves on a flat surface. Although most individuals aligned the long axis of the object with the matching groove more often than expected by chance, all typically did so with poor precision. Some individuals managed to align a second feature, and only one (a capuchin monkey) achieved above-chance success at aligning three features with matching grooves. Our findings suggest that capuchins and chimpanzees do not reliably align objects along even one axis, and that neither species can reliably or easily master object placement tasks that require managing two or more spatial relations concurrently. Moreover, they did not systematically vary their behavior in a manner that would aid discovery of the affordances of the stick[long dash]surface combination beyond sliding the stick along the surface (which may have provided haptic information about the location of the groove). These limitations have profound consequences for the forms of tool use we can expect these individuals to master.",,,,,,,,,15,0,0,0,13,0,17,,,0275-2565; 1098-2345,,,,,,,,,,,"Department of Psychology, University of Georgia, Athens, GA 30602, USA",,,,22/12/2011,ZOOREC:ZOOR14801006407,21608008
1,J,"Estienne, Vittoria; Cohen, Heather; Wittig, Roman M.; Boesch, Christophe",,,,,"christophe, boesch/0000-0001-9538-7858",,,,,"Maternal influence on the development of nut-cracking skills in the chimpanzees of the Tai forest, Cote d'Ivoire (Pan troglodytes verus).",,,,,,,,American Journal of Primatology,,,,81,7,,,e23022,e23022,,,,,,,,,,,Article,Jul-19,2019,"Chimpanzees' (Pan troglodytes) nut-cracking behavior represents one of the most complex forms of tool-use known among nonhuman animals. Given the close phylogenetic relationship between these apes and humans, investigating how such complex behavior develops in immatures can reveal the evolutionary roots of the cognitive processes that enabled the evolution of outstanding technological skills in our lineage. In this study, we investigated whether maternal behavior directly enhanced nut-cracking skills in immature individuals. We analyzed the behavior of 11 immatures and their mothers (N = 8) during nut-cracking activity, spanning over three consecutive nut-cracking seasons in the Tai National Park, Cote d'Ivoire. We used generalized linear mixed models to (a) obtain values of maternal scaffolding (defined as provision of learning opportunities) and active nut-sharing behavior of each mother according to the age of their offspring, and their average nut-cracking efficiency; (b) to test whether these variables enhanced immatures' nut-cracking skills; and (c) to test whether immatures' features (age, sex, and begging behavior) influenced maternal behavior as observed in our videos. Although the predicted values of maternal scaffolding and active nut-sharing did not obviously affect immatures' skills, they were positively influenced by the average maternal efficiency and by sharing hammers with their mothers. In addition, our observations showed that mothers were more likely to share nuts with their sons than with their daughters, and the more their offspring begged. Concurrently, male immatures were also found to beg more often than females. Our results add evidence on the ontogenetic pathway leading to the full acquisition of nut-cracking in wild chimpanzees and on the effect that maternal behavior can have in promoting the acquisition of this complex tool-use behavior. Moreover, our study strengthens the importance of naturalistic observations to understand complex skill acquisition. Finally, we suggest future avenues for investigating the maternal influence on learning.",,,,,,,,,21,0,0,0,14,0,21,,,0275-2565; 1098-2345,,,,,,,,,,,"Max Planck Inst Evolutionary Anthropol, Dept Primatol, Deutsch Pl 6, Leipzig, D-04103, Germany",,,,14/05/2020,ZOOREC:ZOOR15510069691,31209909
1,J,"Whitesides, G.H.",,,,,,,,,,"Nut cracking by wild chimpanzees in Sierra Leone, west Africa.",,,,,,,,Primates,,,,26,1,,,91,94,,,,10.1007/BF02389050,,,,,,,Article,1985,1985,,,,,,,,,,37,0,0,0,24,0,44,,,0032-8332,,,,,,,,,,,,,,,01/01/1985,ZOOREC:ZOOR12200038589,
1,J,"Lycett, Stephen J.; Collard, Mark; McGrew, William C.",,,,,"Collard, Mark/0000-0002-2725-4989",,,,,Are Behavioral Differences Among Wild Chimpanzee Communities Genetic Or Cultural? An Assessment Using Tool-Use Data and Phylogenetic Methods.,,,,,,,,American Journal of Physical Anthropology,,,,142,3,,,461,467,,,,,,,,,,,Article,Jul-10,2010,"Over the last 30 years it has become increasingly apparent that there are many behavioral differences among wild communities of Pan troglodytes. Some researchers argue these differences are a consequence of the behaviors being socially learned, and thus may be considered cultural. Others contend that the available evidence is too weak to discount the alternative possibility that the behaviors are genetically determined. Previous phylogenetic analyses of chimpanzee behavior have not supported the predictions of the genetic hypothesis. However, the results of these studies are potentially problematic because the behavioral sample employed did not include communities from central Africa. Here, we present the results of a study designed to address this shortcoming. We carried out cladistic analyses of presence/absence data pertaining to 19 tool-use behaviors in 10 different P. troglodytes communities plus an outgroup (P paniscus). Genetic data indicate that chimpanzee communities in West Africa are well differentiated from those in eastern and central Africa, while the latter are not reciprocally monophyletic. Thus, we predicted that if the genetic hypothesis is correct, the tool-use data should mirror the genetic data in terms of structure. The three measures of phylogenetic structure we employed (the Retention Index, the bootstrap, and the Permutation Tail Probability Test) did not support the genetic hypothesis. They were all lower when all 10 communities were included than when the three western African communities are excluded. Hence, our study refutes the genetic hypothesis and provides further evidence that patterns of behavior in chimpanzees are the product of social learning and therefore meet the main condition for culture. Am J Phys Anthropol 142:461-467, 2010. [copyright] 2010 Wiley-Liss, Inc.",,,,,,,,,29,1,0,0,22,1,33,,,0002-9483; 1096-8644,,,,,,,,,,,"Univ Kent, Dept Anthropol, Canterbury, Kent, United Kingdom",,,,01/07/2010,ZOOREC:ZOOR14611077835,20091837
1,J,"Bard, Kim A.",,,,"Bard, Kim A/H-7862-2019","Bard, Kim A/0000-0002-7956-839X",,,,,Sensorimotor cognition in young feral orangutans (Pongo pygmaeus).,,,,,,,,Primates,,,,36,3,,,297,321,,,,10.1007/BF02382855,,,,,,,Article,Jul-95,1995,"The goal of this study was to describe object manipulation in wild orangutan infants and juveniles. Object manipulation is an important subsistence activity that also reflects cognitive functioning. Orangutans were studied in the field, at the Tanjung Puting Reserve, Kalimantan Tengah, Indonesia. Fourteen orangutans, grouped by age (infants 2.5 to 4.6 years; juveniles 5 to 8.5 years), were observed over a total of 555 hr and for an average of three full dawn-to-dusk follows each. Young orangutan's manipulations were categorized along a hierarchy of complexity. The least complex manipulations were single sensorimotor actions such as grasping, mouthing, and waving. The most complex manipulations were combinations and coordinations of actions, such as experimentation with objects, tool use, and planning. Manipulative behavior occurred mainly when foraging, i.e. when obtaining and processing food items. Interestingly, complex behavior occurred most often when locomoting. The most complex object manipulations, however, occurred rarely. Infants and juveniles exhibited equivalent levels of complexity. Several aspects of this study point to the importance of social assistance provided by competent mothers for the development of young orangutans' ability to locomote and to locate, obtain, and process food items. This study also highlights the cognitive abilities of young wild orangutans regarding tool use.",,,,,,,,,13,0,0,0,8,0,13,,,0032-8332,,,,,,,,,,,"Division of Reproductive Biology, Yerkes Regional Primate Research Center, Emory University, Atlanta, Georgia 30322, USA",,,,01/07/1995,ZOOREC:ZOOR13300004954,
1,J,"McLennan, Matthew R.",,,,,"McLennan, Matthew/0000-0002-5925-1483",,,,,Tool-use to obtain honey by chimpanzees at Bulindi: new record from Uganda.,,,,,,,,Primates,,,,52,4,,,315,322,,,,,,,,,,,Article,Oct-11,2011,"Honey-gathering from bee nests has been recorded at chimpanzee (Pan troglodytes) study sites across tropical Africa. Different populations employ different strategies, ranging from simple 'smash-and grab' raids to use of sophisticated tool-sets, i.e., two or more types of tool used sequentially in a single task. In this paper I present evidence of tool-use, and the probable use of a tool-set, for honey-gathering by unhabituated chimpanzees at Bulindi, a forest-farm mosaic south of the Budongo Forest in Uganda. Between June and December 2007, 44 stick tools were found in association with 16 holes dug in the ground, corresponding to the period when stingless bees (Meliponula sp.) appeared in chimpanzee dung. In 11 cases the confirmed target was a Meliponula ground nest. Two potential tool types were distinguished: digging sticks encrusted with soil, and more slender and/or flexible sticks largely devoid of soil that may have functioned to probe the bees' narrow entry tubes. Reports of chimpanzees using tools to dig for honey have been largely confined to Central Africa. Honey-digging has not previously been reported for Ugandan chimpanzees. Similarly, use of a tool-set to obtain honey has thus far been described for wild chimpanzee populations only in Central Africa. Evidence strongly suggests that Bulindi chimpanzees also use sticks in predation on carpenter bee (Xylocopa sp.) nests, perhaps as probes to locate honey or to disable adult bees. These preliminary findings from Bulindi add to our understanding of chimpanzee technological and cultural variation. However, unprotected forests at Bulindi and elsewhere in the region are currently severely threatened by commercial logging and clearance for farming. Populations with potentially unique behavioral and technological repertoires are being lost.",,,,,,,,,19,0,0,0,16,0,19,,,0032-8332,,,,,,,,,,,"Oxford Brookes Univ, Sch Social Sci & Law, Gipsy Lane Campus, Oxford, OX3 0BP, United Kingdom",,,,22/12/2011,ZOOREC:ZOOR14801004454,21633915
1,J,"Diogo, Rui",,,,,,,,,,"First Detailed Anatomical Study of Bonobos Reveals Intra-Specific Variations and Exposes Just-So Stories of Human Evolution, Bipedalism, and Tool Use.",,,,,,,,Frontiers in Ecology and Evolution,,,,6,,,,53,53,,,,,,,,,,,Article,Apr 26 2018,2018,"Just-so stories are prominent in human evolution literature because of our tendency to create simple progressionist narratives about our special place in nature, despite the fact that these stories are almost exclusively based on hard tissue data. How can we be so certain about the evolution of human facial communication, bipedalism, tool use, or speech without detailed knowledge of the internal anatomy of for instance, one of the two extant species more closely related to us, the bonobos? Here I show how many of these stories now become obsolete, after such a comprehensive knowledge on the anatomy of bonobos and other Primates is finally put together. Each and every muscle that has been long accepted to be uniquely human and to provide crucial singular functional adaptations for our bipedalism, tool use and/or vocal/facial communication, is actually present as an intra-specific variant or even as normal phenotype in bonobos and/or other apes.",,,,,,,,,5,0,0,0,2,0,5,,,2296-701X; 2296-701X,,,,,,,,,,,"Howard Univ, Dept Anat, Washington, DC, 20059, USA",,,,27/02/2019,ZOOREC:ZOOR15503012470,
1,J,"Lapuente, Juan; Hicks, Thurston C.; Linsenmair, K. Eduard",,,,"Lapuente, Juan/ABG-3912-2021; Linsenmair, Karl Eduard/Q-2268-2018; Hicks, Thurston/AAP-4835-2021; koulate, liliane/O-6716-2017","Lapuente, Juan/0000-0002-6783-5585; Linsenmair, Karl Eduard/0000-0002-2132-8721;",,,,,"Fluid dipping technology of chimpanzees in Comoe National Park, Ivory Coast.",,,,,,,,American Journal of Primatology,,,,79,5,,,e22628,e22628,,,,,,,,,,,Article,May-17,2017,"Over a 6 month period during the dry season, from the end of October 2014 to the beginning of May 2015, we studied tool use behavior of previously unstudied and non-habituated savanna chimpanzees (Pan troglodytes verus) living in the Comoe National Park, Ivory Coast (CI). We analyzed all the stick tools and leaf-sponges found that the chimpanzees used to forage for ants, termites, honey, and water. We found a particular behavior to be widespread across different chimpanzee communities in the park, namely, dipping for water from tree holes using sticks with especially long brush-tip modifications, using camera traps, we recorded adults, juveniles, and infants of three communities displaying this behavior. We compared water dipping and honey dipping tools used by Comoe chimpanzees and found significant differences in the total length, diameter, and brush length of the different types of fluid-dipping tools used. We found that water dipping tools had consistently longer and thicker brush-tips than honey dipping tools. Although this behavior was observed only during the late dry season, the chimpanzees always had alternative water sources available, like pools and rivers, in which they drank without the use of a tool. It remains unclear whether the use of a tool increases efficient access to water. This is the first time that water dipping behavior with sticks has been found as a widespread and well-established behavior across different age and sex classes and communities, suggesting the possibility of cultural transmission. It is crucial that we conserve this population of chimpanzees, not only because they may represent the second largest population in the country, but also because of their unique behavioral repertoire.",,,,,,,,,17,0,0,0,12,0,20,,,0275-2565; 1098-2345,,,,,,,,,,,"Univ Wurzburg Tierokol & Tropenbiol Zool III, Biozentrum, Wurzburg, D-97074, Germany",,,,29/06/2017,ZOOREC:ZOOR15307046880,28002878
1,J,"Gerard, Caroline; Bardo, Ameline; Guery, Jean P.; Pouydebat, Emmanuelle; Simmen, Bruno; Narat, Victor",,,,,"houssin, celine/0000-0002-6703-0373; Gerard, Caroline/0000-0002-6745-8257; Bardo, Ameline/0000-0003-1840-6423",,,,,Manipulative repertoire of bonobos (Pan paniscus) in spontaneous feeding situation.,,,,,,,,American Journal of Primatology,,,,84,7,,,e23383,e23383,,,,,,,,,,,Article,Jul-22,2022,"Comparative behavioral studies of hand use amongst primate species, including humans, have been central in research on evolutionary mechanisms. In particular, the manipulative abilities of our closest relatives, the chimpanzee (Pan troglodytes), have been widely described in various contexts, showing a high level of dexterity both in zoo and in natural conditions. In contrast, the study of bonobos' manipulative abilities has almost exclusively been carried out in experimental contexts related to tool use. The objective of the present study is to describe the richness of the manipulative repertoire of zoo-housed bonobos, in a spontaneous feeding context including various physical substrates to gain a larger insight into our evolutionary past. Our study describes a great variety of grasping postures and grip associations in bonobos, close to the range of manipulative repertoire in chimpanzees, confirming that the two species are not markedly different in terms of cognitive and morphological constraints associated with food manipulation. We also observed differences in manipulative behaviors between juveniles and adults, indicating a greater diversity in grip associations and grasping postures used in isolation with age, and a sex-biased use of tools with females using tools more often than males. These results are consistent with the previous results in the Pan genus and reinforce the hypothesis that the evolutionary mechanisms underlying the flexibility of manipulative behaviors are shared by both species and that these ecological strategies would have already evolved in their common ancestor.",,,,,,,,,4,0,0,0,2,0,4,,,0275-2565; 1098-2345,,,,,,,,,,,"Univ Paris, CNRS, Musee Homme 17 Pl Trocadero, Paris, F-75016, France",,,,28/10/2022,ZOOREC:ZOOR15811052504,35417066
1,J,"Martin-Ordas, Gema; Call, Josep; Colmenares, Fernando",,,,"Colmenares, Fernando/C-5992-2011","Call Balaguer, Josep/0000-0002-8597-8336",,,,,"Tubes, tables and traps: great apes solve two functionally equivalent trap tasks but show no evidence of transfer across tasks.",,,,,,,,Animal Cognition,,,,11,3,,,423,430,,,,10.1007/s10071-007-0132-1,,,,,,,Article,Jul-08,2008,"Previous studies on tool using have shown that presenting subjects with certain modifications in the experimental setup can substantially improve their performance. However, procedural modifications (e.g. trap table task) may not only remove task constraints but also simplify the problem conceptually. The goal of this study was to design a variation of the trap-table that was functionally equivalent to the trap-tube task. In this new task, the subjects had to decide where to insert the tool and in which direction the reward should be pushed. We also administered a trap-tube task that allowed animals to push or rake the reward with the tool to compare the subjects' performance on both tasks. We used a larger sample of subjects than in previous studies and from all the four species of great apes (Gorilla gorilla, Pan troglodytes, Pan paniscus, and Pongo pygmaeus). The results showed that apes performed better in the trap-platform task than in the trap-tube task. Subjects solved the tube task faster than in previous studies and they also preferred to rake in rather than to push the reward out. There was no correlation in the level of performance between both tasks, and no indication of interspecies differences. These data are consistent with the idea that apes may possess some specific causal knowledge of traps but may lack the ability to establish analogical relations between functional equivalent tasks.",,,,,,,,,69,2,1,0,51,0,75,,,1435-9448,,,,,,,,,,,"Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, 04103 Leipzig, Germany",,,,01/07/2008,ZOOREC:ZOOR14411064057,18183433
1,J,"Seed, Amanda; Seddon, Eleanor; Greene, Blathnaid; Call, Josep",,,,"Seed, Amanda/E-7285-2010","Seed, Amanda/0000-0002-3867-3003; Call Balaguer, Josep/0000-0002-8597-8336",,,,,Chimpanzee 'folk physics': bringing failures into focus.,,,,,,,,Royal Society Philosophical Transactions Biological Sciences,,,,367,1603,,,2743,2752,,,,,,,,,,,Article,Oct 5 2012,2012,"Differences between individuals are the raw material from which theories of the evolution and ontogeny of cognition are built. For example, when 4-year-old children pass a test requiring them to communicate the content of another's falsely held belief, while 3-year-olds fail, we know that something must change over the course of the third year of life. In the search for what develops or evolves, the typical route is to probe the extents and limits of successful individuals' ability. Another is to focus on those that failed, and find out what difference or lack prevented them from passing the task. Recent research in developmental psychology has harnessed individual differences to illuminate the cognitive mechanisms that emerge to enable success. We apply this approach to explaining some of the failures made by chimpanzees when using tools to solve problems. Twelve of 16 chimpanzees failed to discriminate between a complete and a broken tool when, after being set down, the ends of the broken one were aligned in front of them. There was a correlation between performance on this aligned task and another in which after being set down, the centre of both tools was covered, suggesting that the limiting factor was not the representation of connection, but memory or attention. Some chimpanzees that passed the aligned task passed a task in which the location of the broken tool was never visible but had to be inferred.",,,,,,,,,46,0,2,0,36,0,47,,,0962-8436,,,,,,,,,,,"Univ St Andrews, Sch Psychol, St Andrews, Fife, KY16 9JP, United Kingdom",,,,05/10/2012,ZOOREC:ZOOR14902007746,22927573
1,J,"Pascual-Garrido, Alejandra",,,,"Pascual-Garrido, Alejandra/AAF-3269-2021","Pascual-Garrido, Alejandra/0000-0002-1903-6236",,,,,"Cultural variation between neighbouring communities of chimpanzees at Gombe, Tanzania.",,,,,,,,Scientific Reports,,,,9,,,,8260,8260,,,,,,,,,,,Article,Jun 4 2019,2019,"Comparative animal studies have revealed the existence of inter-group differences in socially learned behaviours - so-called cultural variations. However, most research has drawn on geographically and thus environmentally separated populations, rendering it difficult to exclude genetic or ecological influences. To circumvent this problem, the behaviour of neighbouring groups from the same population can be juxtaposed - an approach which in wild chimpanzees (Pan troglodytes) has revealed cultural differences in the use of nut-cracking and ant-dipping tools. Here I apply archaeological methods to extend this approach to compare the qualities of termite fishing tools used by wild chimpanzees by comparing the neighbouring Kasekela and Mitumba communities at Gombe Stream National Park, Tanzania. While no identifiable differences existed between the available plant species and associated vegetal components, members of the Kasekela community selected a larger array of raw materials and manufactured significantly longer and wider tools compared with the Mitumba community. Thus, cultural knowledge is reflected in differentiated behaviour on a small spatial scale. This study emphasizes the use of archaeological methods to identify cultural variation among living chimpanzee communities, adding to the growing research operating within the new field of Primate Archaeology.",,,,,,,,,19,0,0,0,11,0,20,,,2045-2322,,,,,,,,,,,"Univ Oxford, Primate Models Behav Evolut Lab, 64 Banbury Rd, Oxford, OX2 6PN, United Kingdom",,,,30/09/2019,ZOOREC:ZOOR15510066885,31164683
