Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
Journal of Fish and Wildlife Management,J FISH WILDL MANAG,U S FISH & WILDLIFE SERVICE,1944-687X,1944-687X,ECOLOGY,SCIE,571,0.9,Q4,0.22,96.67%
JOURNAL OF NATURAL HISTORY,J NAT HIST,TAYLOR & FRANCIS LTD,0022-2933,1464-5262,ECOLOGY,SCIE,"3,494",0.8,Q4,0.28,6.99%
Ecosistemas,ECOSISTEMAS,ASOCIACION ESPANOLA ECOLOGIA TERRESTRE,1697-2473,N/A,ECOLOGY,ESCI,542,0.8,Q4,0.23,89.86%
PHYTOCOENOLOGIA,PHYTOCOENOLOGIA,GEBRUDER BORNTRAEGER,0340-269X,2363-7153,ECOLOGY,SCIE,504,0.8,Q4,0.23,0%
Russian Journal of Biological Invasions,RUSS J BIOL INVASION,PLEIADES PUBLISHING INC,2075-1117,2075-1125,ECOLOGY,ESCI,442,0.8,Q4,0.2,0%
Journal of Wildlife and Biodiversity,J WILDLIFE BIODIVERS,"ARAK UNIV, ARAK",N/A,2588-3526,ECOLOGY,ESCI,117,0.8,Q4,0.18,0%
ACTA AMAZONICA,ACTA AMAZON,INST NACIONAL PESQUISAS AMAZONIA,0044-5967,1809-4392,ECOLOGY,SCIE,"1,417",0.7,Q4,0.29,100%
Biosystems Diversity,BIOSYST DIVERSITY,OLES HONCHAR DNIPROPETROVSK NATL UNIV,2519-8513,2520-2529,ECOLOGY,ESCI,276,0.7,Q4,0.23,96.88%
Neotropical Biology and Conservation,NEOTROP BIOL CONSERV,PENSOFT PUBLISHERS,N/A,2236-3777,ECOLOGY,ESCI,260,0.7,Q4,0.22,94.37%
Contemporary Problems of Ecology,CONTEMP PROBL ECOL+,MAIK NAUKA/INTERPERIODICA/SPRINGER,1995-4255,1995-4263,ECOLOGY,SCIE,834,0.7,Q4,0.18,1.51%
Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,"AUSTRIAN ACAD SCIENCES PRESS, UNIV INNSBRUCK",2073-106X,2073-1558,ECOLOGY,SCIE,118,0.7,Q4,0.15,98.39%
Hacquetia,HACQUETIA,SCIENDO,1581-4661,1854-9829,ECOLOGY,ESCI,169,0.6,Q4,0.2,98.36%
Ecological Questions,ECOL QUEST,WYDAWNICTWO UNIWERSYTETU MIKOLAJA KOPERNIKA,1644-7298,2083-5469,ECOLOGY,ESCI,215,0.6,Q4,0.19,80%
Arid Ecosystems,ARID ECOSYST,PLEIADES PUBLISHING INC,2079-0961,2079-0988,ECOLOGY,ESCI,313,0.6,Q4,0.18,0%
SOUTHEASTERN NATURALIST,SOUTHEAST NAT,EAGLE HILL INST,1528-7092,1938-5412,ECOLOGY,SCIE,"1,054",0.6,Q4,0.16,0%
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,APPL ECOL ENV RES,ALOKI Applied Ecological Research and Forensic Inst Ltd,1589-1623,1785-0037,ECOLOGY,SCIE,"3,332",0.6,Q4,0.15,99.36%
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,P ACAD NAT SCI PHILA,ACAD NATURAL SCIENCES PHILA,0097-3157,N/A,ECOLOGY,SCIE,"1,071",0.5,Q4,0.37,0%
Czech Polar Reports,CZECH POLAR REP,MASARYK UNIV PRESS,1805-0689,1805-0697,ECOLOGY,ESCI,121,0.5,Q4,0.17,98.48%
NORTHEASTERN NATURALIST,NORTHEAST NAT,EAGLE HILL INST,1092-6194,1938-5307,ECOLOGY,SCIE,864,0.5,Q4,0.13,0%
Theoretical and Applied Ecology,THEOR APPL ECOL,"LLC PUBLISHING HOUSE, KAMERTON",1995-4301,2618-8406,ECOLOGY,ESCI,303,0.5,Q4,0.13,0%
WESTERN NORTH AMERICAN NATURALIST,WEST N AM NATURALIST,BRIGHAM YOUNG UNIV,1527-0904,1944-8341,ECOLOGY,SCIE,704,0.5,Q4,0.13,0%
NORTHWEST SCIENCE,NORTHWEST SCI,NORTHWEST SCIENTIFIC ASSOC,0029-344X,2161-9859,ECOLOGY,SCIE,691,0.5,Q4,0.12,0%
INTERCIENCIA,INTERCIENCIA,INTERCIENCIA,0378-1844,0378-1844,ECOLOGY,SCIE,922,0.4,Q4,0.1,0%
POLISH JOURNAL OF ECOLOGY,POL J ECOL,POLISH ACAD SCIENCES INST ECOLOGY,1505-2249,N/A,ECOLOGY,SCIE,659,0.4,Q4,0.1,0%
Vestnik Tomskogo Gosudarstvennogo Universiteta-Biologiya,VESTN TOMSK GOS U BI,TOMSKIJ GOSUDARSTVENNYI UNIV,1998-8591,2311-2077,ECOLOGY,ESCI,85,0.4,Q4,0.09,5.49%
Ecologia Aplicada,ECOL APL,UNIV NACIONAL AGRARIA LA MOLINA,1726-2216,1993-9507,ECOLOGY,ESCI,154,0.4,Q4,0.06,97.96%
South of Russia-Ecology Development,S RUSS-ECOL DEV,KAMERTON PUBLISHER,1992-1098,2413-0958,ECOLOGY,ESCI,122,0.3,Q4,0.08,100%
VIE ET MILIEU-LIFE AND ENVIRONMENT,VIE MILIEU,OBSERVATOIRE OCEANOLOGIQUE BANYULS,0240-8759,N/A,ECOLOGY,SCIE,550,0.2,Q4,0.17,0%
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,P LINN SOC N S W,LINNEAN SOC NEW SOUTH WALES,0370-047X,N/A,ECOLOGY,SCIE,605,0.2,Q4,0.07,0%
International Journal of Ecology & Development,INT J ECOL DEV,CENTRE ENVIRONMENT SOCIAL & ECONOMIC RESEARCH PUBL-CESER,0972-9984,0973-7308,ECOLOGY,ESCI,62,0.2,Q4,0.05,0%
NATURAL HISTORY,NAT HIST,NATURAL HISTORY MAGAZINE,0028-0712,N/A,ECOLOGY,SCIE,372,<0.1,Q4,0,0%
,,,,,,,,,,,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,
