Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,TIERAERZTL PRAX K H,GEORG THIEME VERLAG KG,1434-1239,2567-5842,VETERINARY SCIENCES,SCIE,365,0.4,Q4,0.23,1.55%
ISRAEL JOURNAL OF VETERINARY MEDICINE,ISR J VET MED,ISRAEL VETERINARY MEDICAL ASSOC,0334-9152,2304-8859,VETERINARY SCIENCES,SCIE,178,0.4,Q4,0.22,0%
Acta Veterinaria Eurasia,ACTA VET EURASIA,AVES,2618-639X,2619-905X,VETERINARY SCIENCES,ESCI,60,0.4,Q4,0.21,97.53%
Macedonian Veterinary Review,MACED VET REV,SCIENDO,1409-7621,1857-7415,VETERINARY SCIENCES,ESCI,103,0.4,Q4,0.21,100%
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,ARQ BRAS MED VET ZOO,ARQUIVO BRASILEIRO MEDICINA VETERINARIA ZOOTECNIA,0102-0935,1678-4162,VETERINARY SCIENCES,SCIE,"1,691",0.4,Q4,0.2,97.15%
VETERINARSKI ARHIV,VET ARHIV,UNIV ZAGREB VET FACULTY,0372-5480,1331-8055,VETERINARY SCIENCES,SCIE,669,0.4,Q4,0.19,89.66%
Journal of the Hellenic Veterinary Medical Society,J HELL VET MED SOC,HELLENIC VETERINARY MEDICAL SOC,1792-2720,1792-2720,VETERINARY SCIENCES,SCIE,389,0.4,Q4,0.17,89.27%
Medycyna Weterynaryjna-Veterinary Medicine-Science and Practice,MED WETER,POLISH SOC VETERINARY SCIENCES EDITORIAL OFFICE,0025-8628,0025-8628,VETERINARY SCIENCES,SCIE,681,0.4,Q4,0.17,91.87%
IN PRACTICE,IN PRACTICE,JOHN WILEY & SONS LTD,0263-841X,2042-7689,VETERINARY SCIENCES,SCIE,669,0.3,Q4,0.19,0.53%
Thai Journal of Veterinary Medicine,THAI J VET MED,CHULALONGKORN UNIV,0125-6491,0125-6491,VETERINARY SCIENCES,SCIE,424,0.3,Q4,0.18,0%
Jurnal Ilmu Ternak dan Veteriner,J ILMU TERNAK VET,PUSAT PENELITIAN DAN PENGEMBANGAN PETERNAKAN,0853-7380,2252-696X,VETERINARY SCIENCES,ESCI,100,0.3,Q4,0.16,45.31%
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,SCAND J LAB ANIM SCI,SCANDINAVIAN SOC LABORATORY ANIMAL SCIENCE,0901-3393,2002-0112,VETERINARY SCIENCES,SCIE,107,0.3,Q4,0.16,0%
MAGYAR ALLATORVOSOK LAPJA,MAGY ALLATORVOSOK,MEZOGAZDA KIADO KFT,0025-004X,N/A,VETERINARY SCIENCES,SCIE,138,0.3,Q4,0.14,0%
Veterinary Record Case Reports,VET REC CASE REP,WILEY,N/A,2052-6121,VETERINARY SCIENCES,ESCI,372,0.3,Q4,0.14,25.79%
Slovenian Veterinary Research,SLOV VET RES,UNIV LJUBLJANA,1580-4003,2385-8761,VETERINARY SCIENCES,SCIE,292,0.3,Q4,0.12,98.43%
Revista Romana de Medicina Veterinara,REV ROMANA MED VET,GENERAL ASSOC ROMANIAN VETERINARIANS,1220-3173,2457-7618,VETERINARY SCIENCES,ESCI,78,0.3,Q4,0.11,0%
Revista de Investigaciones Veterinarias del Peru,REV INVESTIG VET PER,UNIV NACIONAL MAYOR SAN MARCOS,1682-3419,1609-9117,VETERINARY SCIENCES,ESCI,558,0.3,Q4,0.1,90.04%
Abanico Veterinario,ABANICO VET,SERGIO MARTINEZ GONZALEZ,2007-4204,2448-6132,VETERINARY SCIENCES,ESCI,90,0.3,Q4,0.09,98.04%
PFERDEHEILKUNDE,PFERDEHEILKUNDE,HIPPIATRIKA VERLAG MBH,0177-7726,N/A,VETERINARY SCIENCES,SCIE,320,0.2,Q4,0.13,87.39%
WIENER TIERARZTLICHE MONATSSCHRIFT,WIEN TIERARZTL MONAT,B W K PUBLISHING SOLUTIONS & VERLAG,0043-535X,N/A,VETERINARY SCIENCES,SCIE,217,0.2,Q4,0.11,0%
Acta Scientiae Veterinariae,ACTA SCI VET,UNIV FED RIO GRANDE DO SUL,1678-0345,1679-9216,VETERINARY SCIENCES,SCIE,673,0.2,Q4,0.09,60.97%
VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,VLAAMS DIERGEN TIJDS,UNIV GHENT,0303-9021,0303-9021,VETERINARY SCIENCES,SCIE,241,0.2,Q4,0.08,73.96%
REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,REV CIENT-FAC CIEN V,"UNIV ZULIA, FACULTAD CIENCIAS VETERINARIAS",0798-2259,N/A,VETERINARY SCIENCES,SCIE,210,0.2,Q4,0.05,88.69%
CATTLE PRACTICE,CATTLE PRACT,BRITISH CATTLE VETERINARY ASSOC,0969-1251,N/A,VETERINARY SCIENCES,SCIE,108,0.2,Q4,0.02,0%
VETERINARIA MEXICO,VET MEXICO,UNIV NACIONAL AUTONOMA MEXICO FACULTAD MEDICINA VETERINARIA ZOOTECNIA,N/A,2448-6760,VETERINARY SCIENCES,SCIE,173,0.1,Q4,0.06,98.08%
Kleintierpraxis,KLEINTIERPRAXIS,M H SCHAPER GMBH CO KG,0023-2076,N/A,VETERINARY SCIENCES,SCIE,71,<0.1,Q4,0.04,0%
Brazilian Journal of Hygiene and Animal Sanity,BRAZ J HYG ANIM SANI,"UNIV FEDERAL CEARA, CENTRO CIENCIAS AGRARIAS",1981-2965,1981-2965,VETERINARY SCIENCES,ESCI,58,<0.1,Q4,0.01,14.94%
Zeitschrift fuer Ganzheitliche Tiermedizin,Z GANZHEITL TIERMED,GEORG THIEME VERLAG KG,0939-7868,1439-1422,VETERINARY SCIENCES,ESCI,4,<0.1,Q4,0.01,0%
Exploratory Animal and Medical Research,EXPLOR ANIM MED RES,WEST BENGAL VETERINARY ASSOC,2277-470X,2319-247X,VETERINARY SCIENCES,ESCI,304,N/A,N/A,0.61,99.21%
,,,,,,,,,,,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,
