Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
Interdisciplinary Materials,INTERD MATER,WILEY,2767-4401,2767-441X,"PHYSICS, APPLIED",ESCI,875,24.5,Q1,2.93,95.45%
Advanced Energy Materials,ADV ENERGY MATER,WILEY-V C H VERLAG GMBH,1614-6832,1614-6840,"CHEMISTRY, PHYSICAL",SCIE,"131,887",24.4,Q1,3.6,18.53%
Advanced Energy Materials,ADV ENERGY MATER,WILEY-V C H VERLAG GMBH,1614-6832,1614-6840,ENERGY & FUELS,SCIE,"131,887",24.4,Q1,3.6,18.53%
Advanced Energy Materials,ADV ENERGY MATER,WILEY-V C H VERLAG GMBH,1614-6832,1614-6840,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"131,887",24.4,Q1,3.6,18.53%
Advanced Energy Materials,ADV ENERGY MATER,WILEY-V C H VERLAG GMBH,1614-6832,1614-6840,"PHYSICS, APPLIED",SCIE,"131,887",24.4,Q1,3.6,18.53%
Advanced Energy Materials,ADV ENERGY MATER,WILEY-V C H VERLAG GMBH,1614-6832,1614-6840,"PHYSICS, CONDENSED MATTER",SCIE,"131,887",24.4,Q1,3.6,18.53%
Lancet Planetary Health,LANCET PLANET HEALTH,ELSEVIER SCI LTD,N/A,2542-5196,ENVIRONMENTAL SCIENCES,SCIE,"8,325",24.1,Q1,4.56,77.43%
Lancet Planetary Health,LANCET PLANET HEALTH,ELSEVIER SCI LTD,N/A,2542-5196,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","8,325",24.1,Q1,4.56,77.43%
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,ELSEVIER,0370-1573,1873-6270,"PHYSICS, MULTIDISCIPLINARY",SCIE,"33,664",23.9,Q1,2.85,42.68%
Lancet Digital Health,LANCET DIGIT HEALTH,ELSEVIER,N/A,2589-7500,MEDICAL INFORMATICS,SCIE,"6,727",23.8,Q1,5.1,79.26%
Lancet Digital Health,LANCET DIGIT HEALTH,ELSEVIER,N/A,2589-7500,"MEDICINE, GENERAL & INTERNAL",SCIE,"6,727",23.8,Q1,5.1,79.26%
ACM COMPUTING SURVEYS,ACM COMPUT SURV,ASSOC COMPUTING MACHINERY,0360-0300,1557-7341,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"23,965",23.8,Q1,5.05,3%
iMeta,IMETA,WILEY,2770-5986,2770-596X,MICROBIOLOGY,ESCI,"1,330",23.7,Q1,4.08,93.48%
Annual Review of Psychology,ANNU REV PSYCHOL,ANNUAL REVIEWS,0066-4308,1545-2085,PSYCHOLOGY,SCIE,"27,556",23.6,Q1,4.22,30.77%
Annual Review of Psychology,ANNU REV PSYCHOL,ANNUAL REVIEWS,0066-4308,1545-2085,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"27,556",23.6,Q1,4.22,30.77%
Nature Food,NAT FOOD,NATURE PORTFOLIO,N/A,2662-1355,FOOD SCIENCE & TECHNOLOGY,SCIE,"7,059",23.6,Q1,4.02,19.71%
Nature Cancer,NAT CANCER,NATURE PORTFOLIO,N/A,2662-1347,ONCOLOGY,SCIE,"6,853",23.5,Q1,4.87,28.57%
PROCEEDINGS OF THE IEEE,P IEEE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9219,1558-2256,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"40,844",23.2,Q1,4.4,37.89%
Advanced Composites and Hybrid Materials,ADV COMPOS HYBRID MA,SPRINGERNATURE,2522-0128,2522-0136,"MATERIALS SCIENCE, COMPOSITES",SCIE,"11,325",23.2,Q1,3.23,4.01%
Advanced Composites and Hybrid Materials,ADV COMPOS HYBRID MA,SPRINGERNATURE,2522-0128,2522-0136,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"11,325",23.2,Q1,3.23,4.01%
GUT,GUT,BMJ PUBLISHING GROUP,0017-5749,1468-3288,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"61,677",23,Q1,5.87,48.27%
Living Reviews in Solar Physics,LIVING REV SOL PHYS,SPRINGER INT PUBL AG,2367-3648,1614-4961,ASTRONOMY & ASTROPHYSICS,SCIE,"2,090",23,Q1,2.97,100%
InfoMat,INFOMAT,WILEY,N/A,2567-3165,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"6,530",22.7,Q1,2.48,88.84%
JAMA Internal Medicine,JAMA INTERN MED,AMER MEDICAL ASSOC,2168-6106,2168-6114,"MEDICINE, GENERAL & INTERNAL",SCIE,"24,993",22.5,Q1,4.88,19.71%
JAMA Oncology,JAMA ONCOL,AMER MEDICAL ASSOC,2374-2437,2374-2445,ONCOLOGY,SCIE,"28,299",22.5,Q1,4.87,24.40%
JAMA Psychiatry,JAMA PSYCHIAT,AMER MEDICAL ASSOC,2168-622X,2168-6238,PSYCHIATRY,"SCIE, SSCI","22,206",22.5,Q1,4.37,29%
EnergyChem,ENERGYCHEM,ELSEVIER,2589-7780,2589-7780,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,"2,235",22.2,Q1,2.81,6.35%
EnergyChem,ENERGYCHEM,ELSEVIER,2589-7780,2589-7780,ENERGY & FUELS,ESCI,"2,235",22.2,Q1,2.81,6.35%
EnergyChem,ENERGYCHEM,ELSEVIER,2589-7780,2589-7780,"ENGINEERING, CHEMICAL",ESCI,"2,235",22.2,Q1,2.81,6.35%
EnergyChem,ENERGYCHEM,ELSEVIER,2589-7780,2589-7780,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,"2,235",22.2,Q1,2.81,6.35%
ENDOCRINE REVIEWS,ENDOCR REV,ENDOCRINE SOC,0163-769X,1945-7189,ENDOCRINOLOGY & METABOLISM,SCIE,"17,365",22,Q1,3.17,51.67%
Cellular & Molecular Immunology,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,1672-7681,2042-0226,IMMUNOLOGY,SCIE,"14,443",21.8,Q1,2.29,49.31%
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,J AM COLL CARDIOL,ELSEVIER SCIENCE INC,0735-1097,1558-3597,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"115,262",21.7,Q1,5.15,71.49%
Nature Human Behaviour,NAT HUM BEHAV,NATURE PORTFOLIO,2397-3374,2397-3374,MULTIDISCIPLINARY SCIENCES,SCIE,"14,996",21.4,Q1,6.21,22.10%
Nature Human Behaviour,NAT HUM BEHAV,NATURE PORTFOLIO,2397-3374,2397-3374,NEUROSCIENCES,SCIE,"14,996",21.4,Q1,6.21,22.10%
Nature Human Behaviour,NAT HUM BEHAV,NATURE PORTFOLIO,2397-3374,2397-3374,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"14,996",21.4,Q1,6.21,22.10%
Annual Review of Public Health,ANNU REV PUBL HEALTH,ANNUAL REVIEWS,0163-7525,1545-2093,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","10,648",21.4,Q1,3.32,85.90%
Annual Review of Plant Biology,ANNU REV PLANT BIOL,ANNUAL REVIEWS,1543-5008,1545-2123,PLANT SCIENCES,SCIE,"23,058",21.3,Q1,2.64,37.93%
NATURE NEUROSCIENCE,NAT NEUROSCI,NATURE PORTFOLIO,1097-6256,1546-1726,NEUROSCIENCES,SCIE,"69,714",21.2,Q1,5.85,25.53%
Materials Today,MATER TODAY,ELSEVIER SCI LTD,1369-7021,1873-4103,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"27,880",21.1,Q1,3.4,24.16%
Journal of Thoracic Oncology,J THORAC ONCOL,ELSEVIER SCIENCE INC,1556-0864,1556-1380,ONCOLOGY,SCIE,"25,813",21,Q1,4.26,83.71%
Journal of Thoracic Oncology,J THORAC ONCOL,ELSEVIER SCIENCE INC,1556-0864,1556-1380,RESPIRATORY SYSTEM,SCIE,"25,813",21,Q1,4.26,83.71%
BLOOD,BLOOD,AMER SOC HEMATOLOGY,0006-4971,1528-0020,HEMATOLOGY,SCIE,"168,059",21,Q1,3.53,26.77%
Lancet Microbe,LANCET MICROBE,ELSEVIER,N/A,2666-5247,INFECTIOUS DISEASES,SCIE,"4,532",20.9,Q1,4.47,74.46%
Lancet Microbe,LANCET MICROBE,ELSEVIER,N/A,2666-5247,MICROBIOLOGY,SCIE,"4,532",20.9,Q1,4.47,74.46%
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,IEEE COMPUTER SOC,0162-8828,1939-3539,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"84,194",20.8,Q1,5.7,9.87%
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,IEEE COMPUTER SOC,0162-8828,1939-3539,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"84,194",20.8,Q1,5.7,9.87%
Cell Host & Microbe,CELL HOST MICROBE,CELL PRESS,1931-3128,1934-6069,MICROBIOLOGY,SCIE,"30,964",20.6,Q1,6.15,82.49%
Cell Host & Microbe,CELL HOST MICROBE,CELL PRESS,1931-3128,1934-6069,PARASITOLOGY,SCIE,"30,964",20.6,Q1,6.15,82.49%
Cell Host & Microbe,CELL HOST MICROBE,CELL PRESS,1931-3128,1934-6069,VIROLOGY,SCIE,"30,964",20.6,Q1,6.15,82.49%
Light-Science & Applications,LIGHT-SCI APPL,SPRINGERNATURE,2095-5545,2047-7538,OPTICS,SCIE,"22,595",20.6,Q1,5.22,100%
Advanced Photonics,ADV PHOTONICS,SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS,N/A,2577-5421,OPTICS,SCIE,"2,615",20.6,Q1,3.39,100%
Nature Microbiology,NAT MICROBIOL,NATURE PORTFOLIO,2058-5276,2058-5276,MICROBIOLOGY,SCIE,"23,267",20.5,Q1,5.86,38.39%
JAMA Neurology,JAMA NEUROL,AMER MEDICAL ASSOC,2168-6149,2168-6157,CLINICAL NEUROLOGY,SCIE,"20,770",20.4,Q1,7.19,30.34%
ANNALS OF THE RHEUMATIC DISEASES,ANN RHEUM DIS,BMJ PUBLISHING GROUP,0003-4967,1468-2060,RHEUMATOLOGY,SCIE,"52,707",20.3,Q1,5.09,45.23%
COORDINATION CHEMISTRY REVIEWS,COORDIN CHEM REV,ELSEVIER SCIENCE SA,0010-8545,1873-3840,"CHEMISTRY, INORGANIC & NUCLEAR",SCIE,"58,574",20.3,Q1,1.58,10.82%
Journal of Bioresources and Bioproducts,J BIORESOUR BIOPROD,KEAI PUBLISHING LTD,2097-2415,2369-9698,"MATERIALS SCIENCE, PAPER & WOOD",ESCI,"2,006",20.2,Q1,7.25,97.92%
Applied Catalysis B-Environment and Energy,APPL CATAL B-ENVIRON,ELSEVIER,0926-3373,1873-3883,"CHEMISTRY, PHYSICAL",SCIE,"162,514",20.2,Q1,2.99,9.57%
Applied Catalysis B-Environment and Energy,APPL CATAL B-ENVIRON,ELSEVIER,0926-3373,1873-3883,"ENGINEERING, CHEMICAL",SCIE,"162,514",20.2,Q1,2.99,9.57%
Applied Catalysis B-Environment and Energy,APPL CATAL B-ENVIRON,ELSEVIER,0926-3373,1873-3883,"ENGINEERING, ENVIRONMENTAL",SCIE,"162,514",20.2,Q1,2.99,9.57%
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,INT J INFORM MANAGE,ELSEVIER SCI LTD,0268-4012,1873-4707,INFORMATION SCIENCE & LIBRARY SCIENCE,SSCI,"20,325",20.1,Q1,5.74,24.85%
Cancer Communications,CANCER COMMUN,WILEY,N/A,2523-3548,ONCOLOGY,SCIE,"5,020",20.1,Q1,3.06,65.32%
Lancet Child & Adolescent Health,LANCET CHILD ADOLESC,ELSEVIER SCI LTD,2352-4642,2352-4642,PEDIATRICS,SCIE,"7,476",19.9,Q1,10.06,24.51%
Lancet Global Health,LANCET GLOB HEALTH,ELSEVIER SCI LTD,2214-109X,2214-109X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","22,827",19.9,Q1,6.28,73.79%
Cell Stem Cell,CELL STEM CELL,CELL PRESS,1934-5909,1875-9777,CELL & TISSUE ENGINEERING,SCIE,"30,699",19.8,Q1,4.35,82.67%
Cell Stem Cell,CELL STEM CELL,CELL PRESS,1934-5909,1875-9777,CELL BIOLOGY,SCIE,"30,699",19.8,Q1,4.35,82.67%
ANNALS OF INTERNAL MEDICINE,ANN INTERN MED,AMER COLL PHYSICIANS,0003-4819,1539-3704,"MEDICINE, GENERAL & INTERNAL",SCIE,"64,849",19.6,Q1,4.45,0.44%
Carbon Energy,CARBON ENERGY,WILEY,N/A,2637-9368,"CHEMISTRY, PHYSICAL",SCIE,"5,024",19.5,Q1,2.29,90.81%
Carbon Energy,CARBON ENERGY,WILEY,N/A,2637-9368,ENERGY & FUELS,SCIE,"5,024",19.5,Q1,2.29,90.81%
Carbon Energy,CARBON ENERGY,WILEY,N/A,2637-9368,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"5,024",19.5,Q1,2.29,90.81%
Carbon Energy,CARBON ENERGY,WILEY,N/A,2637-9368,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,024",19.5,Q1,2.29,90.81%
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,AMER THORACIC SOC,1073-449X,1535-4970,CRITICAL CARE MEDICINE,SCIE,"67,296",19.3,Q1,4.11,25.57%
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,AMER THORACIC SOC,1073-449X,1535-4970,RESPIRATORY SYSTEM,SCIE,"67,296",19.3,Q1,4.11,25.57%
Kidney International Supplements,KIDNEY INT SUPPL,ELSEVIER SCIENCE INC,2157-1724,2157-1716,UROLOGY & NEPHROLOGY,SCIE,"3,049",19.3,Q1,4.1,40%
ACADEMY OF MANAGEMENT REVIEW,ACAD MANAGE REV,ACAD MANAGEMENT,0363-7425,1930-3807,BUSINESS,SSCI,"40,929",19.3,Q1,3.43,0%
ACADEMY OF MANAGEMENT REVIEW,ACAD MANAGE REV,ACAD MANAGEMENT,0363-7425,1930-3807,MANAGEMENT,SSCI,"40,929",19.3,Q1,3.43,0%
PHARMACOLOGICAL REVIEWS,PHARMACOL REV,AMER SOC PHARMACOLOGY EXPERIMENTAL THERAPEUTICS,0031-6997,1521-0081,PHARMACOLOGY & PHARMACY,SCIE,"12,604",19.3,Q1,2.89,44.95%
ACS Energy Letters,ACS ENERGY LETT,AMER CHEMICAL SOC,2380-8195,2380-8195,"CHEMISTRY, PHYSICAL",SCIE,"55,559",19.3,Q1,2.82,11.57%
ACS Energy Letters,ACS ENERGY LETT,AMER CHEMICAL SOC,2380-8195,2380-8195,ELECTROCHEMISTRY,SCIE,"55,559",19.3,Q1,2.82,11.57%
ACS Energy Letters,ACS ENERGY LETT,AMER CHEMICAL SOC,2380-8195,2380-8195,ENERGY & FUELS,SCIE,"55,559",19.3,Q1,2.82,11.57%
ACS Energy Letters,ACS ENERGY LETT,AMER CHEMICAL SOC,2380-8195,2380-8195,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"55,559",19.3,Q1,2.82,11.57%
ACS Energy Letters,ACS ENERGY LETT,AMER CHEMICAL SOC,2380-8195,2380-8195,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"55,559",19.3,Q1,2.82,11.57%
Nature Chemistry,NAT CHEM,NATURE PORTFOLIO,1755-4330,1755-4349,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"42,489",19.2,Q1,3.49,16.33%
Chem,CHEM-US,CELL PRESS,2451-9294,2451-9294,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"25,402",19.1,Q1,2.88,72.86%
CLINICAL MICROBIOLOGY REVIEWS,CLIN MICROBIOL REV,AMER SOC MICROBIOLOGY,0893-8512,1098-6618,MICROBIOLOGY,SCIE,"23,907",19,Q1,3.19,2.02%
REPORTS ON PROGRESS IN PHYSICS,REP PROG PHYS,IOP Publishing Ltd,0034-4885,1361-6633,"PHYSICS, MULTIDISCIPLINARY",SCIE,"20,914",19,Q1,1.71,4.88%
Nature Metabolism,NAT METAB,NATURE PORTFOLIO,N/A,2522-5812,ENDOCRINOLOGY & METABOLISM,SCIE,"9,543",18.9,Q1,4.66,25.61%
Energy Storage Materials,ENERGY STORAGE MATER,ELSEVIER,2405-8297,2405-8289,"CHEMISTRY, PHYSICAL",SCIE,"47,960",18.9,Q1,2.97,10.80%
Energy Storage Materials,ENERGY STORAGE MATER,ELSEVIER,2405-8297,2405-8289,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"47,960",18.9,Q1,2.97,10.80%
Energy Storage Materials,ENERGY STORAGE MATER,ELSEVIER,2405-8297,2405-8289,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"47,960",18.9,Q1,2.97,10.80%
Nature Machine Intelligence,NAT MACH INTELL,NATURE PORTFOLIO,N/A,2522-5839,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"9,760",18.8,Q1,3.62,20.52%
Nature Machine Intelligence,NAT MACH INTELL,NATURE PORTFOLIO,N/A,2522-5839,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"9,760",18.8,Q1,3.62,20.52%
Science Bulletin,SCI BULL,ELSEVIER,2095-9273,2095-9281,MULTIDISCIPLINARY SCIENCES,SCIE,"18,154",18.8,Q1,3.37,22.64%
SusMat,SUSMAT,WILEY,2766-8479,2692-4552,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"1,635",18.7,Q1,2.44,88.41%
SusMat,SUSMAT,WILEY,2766-8479,2692-4552,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,"1,635",18.7,Q1,2.44,88.41%
SusMat,SUSMAT,WILEY,2766-8479,2692-4552,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"1,635",18.7,Q1,2.44,88.41%
PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,PERGAMON-ELSEVIER SCIENCE LTD,1350-9462,1873-1635,OPHTHALMOLOGY,SCIE,"11,987",18.6,Q1,4.45,38.10%
Journal of Advanced Ceramics,J ADV CERAM,TSINGHUA UNIV PRESS,2226-4108,2227-8508,"MATERIALS SCIENCE, CERAMICS",SCIE,"7,463",18.6,Q1,3.67,99.50%
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,WILEY-V C H VERLAG GMBH,1616-301X,1616-3028,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"250,260",18.5,Q1,2.74,13.91%
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,WILEY-V C H VERLAG GMBH,1616-301X,1616-3028,"CHEMISTRY, PHYSICAL",SCIE,"250,260",18.5,Q1,2.74,13.91%
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,WILEY-V C H VERLAG GMBH,1616-301X,1616-3028,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"250,260",18.5,Q1,2.74,13.91%
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,WILEY-V C H VERLAG GMBH,1616-301X,1616-3028,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"250,260",18.5,Q1,2.74,13.91%
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,WILEY-V C H VERLAG GMBH,1616-301X,1616-3028,"PHYSICS, APPLIED",SCIE,"250,260",18.5,Q1,2.74,13.91%
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,WILEY-V C H VERLAG GMBH,1616-301X,1616-3028,"PHYSICS, CONDENSED MATTER",SCIE,"250,260",18.5,Q1,2.74,13.91%
Psychological Science in the Public Interest,PSYCHOL SCI PUBL INT,SAGE PUBLICATIONS LTD,1529-1006,1539-6053,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,770",18.2,Q1,7.26,28.57%
Bioactive Materials,BIOACT MATER,KEAI PUBLISHING LTD,N/A,2452-199X,"ENGINEERING, BIOMEDICAL",SCIE,"21,928",18,Q1,3.78,95.80%
Bioactive Materials,BIOACT MATER,KEAI PUBLISHING LTD,N/A,2452-199X,"MATERIALS SCIENCE, BIOMATERIALS",SCIE,"21,928",18,Q1,3.78,95.80%
Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,ANNUAL REVIEWS,1548-5943,1548-5951,PSYCHOLOGY,SCIE,"9,235",17.8,Q1,6.33,26.56%
Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,ANNUAL REVIEWS,1548-5943,1548-5951,"PSYCHOLOGY, CLINICAL",SSCI,"9,235",17.8,Q1,6.33,26.56%
Nature Physics,NAT PHYS,NATURE PORTFOLIO,1745-2473,1745-2481,"PHYSICS, MULTIDISCIPLINARY",SCIE,"48,457",17.6,Q1,4.78,19.83%
Science Immunology,SCI IMMUNOL,AMER ASSOC ADVANCEMENT SCIENCE,2470-9468,2470-9468,IMMUNOLOGY,SCIE,"12,436",17.6,Q1,4.18,13.48%
PERIODONTOLOGY 2000,PERIODONTOL 2000,WILEY,0906-6713,1600-0757,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"9,590",17.5,Q1,4.27,53.66%
PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,AMER PSYCHOLOGICAL ASSOC,0033-2909,1939-1455,PSYCHOLOGY,SCIE,"57,102",17.3,Q1,4.84,5.10%
PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,AMER PSYCHOLOGICAL ASSOC,0033-2909,1939-1455,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"57,102",17.3,Q1,4.84,5.10%
Computational Visual Media,COMPUT VIS MEDIA,TSINGHUA UNIV PRESS,2096-0433,2096-0662,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"1,684",17.3,Q1,3.11,100%
NATURE CELL BIOLOGY,NAT CELL BIOL,NATURE PORTFOLIO,1465-7392,1476-4679,CELL BIOLOGY,SCIE,"47,382",17.3,Q1,2.93,30.48%
Matter,MATTER-US,CELL PRESS,2590-2393,2590-2385,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"14,249",17.3,Q1,2.46,65.71%
TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,CELL PRESS,1360-1385,1878-4372,PLANT SCIENCES,SCIE,"30,859",17.3,Q1,1.9,36.14%
Advanced Fiber Materials,ADV FIBER MATER,SPRINGERNATURE,2524-7921,2524-793X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"4,009",17.2,Q1,3.35,6.18%
Advanced Fiber Materials,ADV FIBER MATER,SPRINGERNATURE,2524-7921,2524-793X,"MATERIALS SCIENCE, TEXTILES",SCIE,"4,009",17.2,Q1,3.35,6.18%
IEEE Reviews in Biomedical Engineering,IEEE REV BIOMED ENG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1937-3333,1941-1189,"ENGINEERING, BIOMEDICAL",SCIE,"2,638",17.2,Q1,2.47,24.10%
Molecular Plant,MOL PLANT,CELL PRESS,1674-2052,1752-9867,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"23,905",17.1,Q1,4.88,85.32%
Molecular Plant,MOL PLANT,CELL PRESS,1674-2052,1752-9867,PLANT SCIENCES,SCIE,"23,905",17.1,Q1,4.88,85.32%
AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1526-5161,1536-0075,ETHICS,SSCI,"3,420",17,Q1,4.04,31.17%
AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1526-5161,1536-0075,MEDICAL ETHICS,SCIE,"3,420",17,Q1,4.04,31.17%
AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1526-5161,1536-0075,SOCIAL ISSUES,SSCI,"3,420",17,Q1,4.04,31.17%
AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1526-5161,1536-0075,"SOCIAL SCIENCES, BIOMEDICAL",SSCI,"3,420",17,Q1,4.04,31.17%
Nature Aging,NATURE AGING,SPRINGERNATURE,N/A,2662-8465,CELL BIOLOGY,SCIE,"3,203",17,Q1,3.44,30.15%
Nature Aging,NATURE AGING,SPRINGERNATURE,N/A,2662-8465,GERIATRICS & GERONTOLOGY,SCIE,"3,203",17,Q1,3.44,30.15%
Nature Aging,NATURE AGING,SPRINGERNATURE,N/A,2662-8465,NEUROSCIENCES,SCIE,"3,203",17,Q1,3.44,30.15%
EUROPEAN JOURNAL OF HEART FAILURE,EUR J HEART FAIL,WILEY,1388-9842,1879-0844,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"21,438",16.9,Q1,3.77,49.38%
Nature Reviews Psychology,NAT REV PSYCHOL,SPRINGERNATURE,N/A,2731-0574,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,"1,031",16.8,Q1,4.1,0%
Wiley Interdisciplinary Reviews-Computational Molecular Science,WIRES COMPUT MOL SCI,WILEY,1759-0876,1759-0884,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"11,170",16.8,Q1,2.75,28.67%
Wiley Interdisciplinary Reviews-Computational Molecular Science,WIRES COMPUT MOL SCI,WILEY,1759-0876,1759-0884,MATHEMATICAL & COMPUTATIONAL BIOLOGY,SCIE,"11,170",16.8,Q1,2.75,28.67%
Nano Energy,NANO ENERGY,ELSEVIER,2211-2855,2211-3282,"CHEMISTRY, PHYSICAL",SCIE,"113,862",16.8,Q1,2.74,9.78%
Nano Energy,NANO ENERGY,ELSEVIER,2211-2855,2211-3282,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"113,862",16.8,Q1,2.74,9.78%
Nano Energy,NANO ENERGY,ELSEVIER,2211-2855,2211-3282,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"113,862",16.8,Q1,2.74,9.78%
Nano Energy,NANO ENERGY,ELSEVIER,2211-2855,2211-3282,"PHYSICS, APPLIED",SCIE,"113,862",16.8,Q1,2.74,9.78%
INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,SAGE PUBLICATIONS INC,0950-6608,1743-2804,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"8,115",16.8,Q1,0.88,29.31%
Military Medical Research,MILITARY MED RES,BMC,2095-7467,2054-9369,"MEDICINE, GENERAL & INTERNAL",SCIE,"4,376",16.7,Q1,2.76,100%
TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,CELL PRESS,1364-6613,1879-307X,BEHAVIORAL SCIENCES,SCIE,"32,732",16.7,Q1,2.06,43.06%
TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,CELL PRESS,1364-6613,1879-307X,NEUROSCIENCES,SCIE,"32,732",16.7,Q1,2.06,43.06%
TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,CELL PRESS,1364-6613,1879-307X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"32,732",16.7,Q1,2.06,43.06%
TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,CELL PRESS,0169-5347,1872-8383,ECOLOGY,SCIE,"39,040",16.7,Q1,1.99,47.04%
