Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,J AUTISM DEV DISORD,SPRINGER/PLENUM PUBLISHERS,0162-3257,1573-3432,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"28,209",3.2,Q1,1.04,30.39%
CORTEX,CORTEX,"ELSEVIER MASSON, CORP OFF",0010-9452,1973-8102,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"12,724",3.2,Q1,1.02,44.48%
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,EUR J PSYCHOL ASSESS,HOGREFE PUBLISHING CORP,1015-5759,2151-2426,"PSYCHOLOGY, APPLIED",SSCI,"3,172",3.2,Q2,0.92,21.43%
PSYCHONOMIC BULLETIN & REVIEW,PSYCHON B REV,SPRINGER,1069-9384,1531-5320,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"13,996",3.2,Q1,0.78,41.01%
PSYCHONOMIC BULLETIN & REVIEW,PSYCHON B REV,SPRINGER,1069-9384,1531-5320,"PSYCHOLOGY, MATHEMATICAL",SSCI,"13,996",3.2,Q1,0.78,41.01%
Wiley Interdisciplinary Reviews-Cognitive Science,WIRES COGN SCI,WILEY,1939-5078,1939-5086,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,423",3.2,Q1,0.7,36.56%
Journal of Happiness Studies,J HAPPINESS STUD,SPRINGER,1389-4978,1573-7780,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"8,408",3.1,Q1,1.59,36.72%
DEVELOPMENT AND PSYCHOPATHOLOGY,DEV PSYCHOPATHOL,CAMBRIDGE UNIV PRESS,0954-5794,1469-2198,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"11,934",3.1,Q2,1.33,43.97%
Collabra-Psychology,COLLABRA-PSYCHOL,UNIV CALIFORNIA PRESS,2474-7394,2474-7394,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,208",3.1,Q1,1.27,99.26%
DEVELOPMENTAL PSYCHOLOGY,DEV PSYCHOL,AMER PSYCHOLOGICAL ASSOC,0012-1649,1939-0599,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"23,244",3.1,Q2,1.19,8.91%
DEVELOPMENTAL SCIENCE,DEVELOPMENTAL SCI,WILEY,1363-755X,1467-7687,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"8,842",3.1,Q2,1.13,38.61%
DEVELOPMENTAL SCIENCE,DEVELOPMENTAL SCI,WILEY,1363-755X,1467-7687,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"8,842",3.1,Q1,1.13,38.61%
HEALTH PSYCHOLOGY,HEALTH PSYCHOL,AMER PSYCHOLOGICAL ASSOC,0278-6133,1930-7810,PSYCHOLOGY,SCIE,"12,253",3.1,Q1,1.09,7.97%
PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,ELSEVIER,1469-0292,1878-5476,PSYCHOLOGY,SCIE,"7,916",3.1,Q1,1.06,29.46%
PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,ELSEVIER,1469-0292,1878-5476,"PSYCHOLOGY, APPLIED",SSCI,"7,916",3.1,Q2,1.06,29.46%
JOURNAL OF COGNITIVE NEUROSCIENCE,J COGNITIVE NEUROSCI,MIT PRESS,0898-929X,1530-8898,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"14,087",3.1,Q1,0.93,11.68%
APPLIED ERGONOMICS,APPL ERGON,ELSEVIER SCI LTD,0003-6870,1872-9126,"PSYCHOLOGY, APPLIED",SSCI,"10,443",3.1,Q2,0.88,28.48%
Journal of Managerial Psychology,J MANAGE PSYCHOL,EMERALD GROUP PUBLISHING LTD,0268-3946,1758-7778,"PSYCHOLOGY, APPLIED",SSCI,"4,873",3.1,Q2,0.85,3.97%
Neuroscience of Consciousness,NEUROSCI CONSCIOUS,OXFORD UNIV PRESS,N/A,2057-2107,"PSYCHOLOGY, BIOLOGICAL",ESCI,691,3.1,Q1,0.78,76.79%
ORGANIZATIONAL DYNAMICS,ORGAN DYN,ELSEVIER SCIENCE INC,0090-2616,1873-3530,"PSYCHOLOGY, APPLIED",SSCI,"2,852",3.1,Q2,0.62,20.75%
Research in Organizational Behavior,RES ORGAN BEHAV,ELSEVIER SCIENCE INC,0191-3085,0191-3085,"PSYCHOLOGY, APPLIED",SSCI,"4,660",3.1,Q2,0.56,37.50%
EVOLUTION AND HUMAN BEHAVIOR,EVOL HUM BEHAV,ELSEVIER SCIENCE INC,1090-5138,1879-0607,"PSYCHOLOGY, BIOLOGICAL",SSCI,"4,846",3,Q1,1.39,28.05%
SEX ROLES,SEX ROLES,SPRINGER/PLENUM PUBLISHERS,0360-0025,1573-2762,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"10,346",3,Q2,1.3,27.40%
CLINICAL NEUROPSYCHOLOGIST,CLIN NEUROPSYCHOL,TAYLOR & FRANCIS INC,1385-4046,1744-4144,PSYCHOLOGY,SCIE,"4,538",3,Q1,1.11,10.37%
Emotion Review,EMOT REV,SAGE PUBLICATIONS INC,1754-0739,1754-0747,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,701",3,Q1,1.09,32.47%
JOURNAL OF ADOLESCENCE,J ADOLESCENCE,WILEY,0140-1971,1095-9254,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"8,843",3,Q2,1.05,28.99%
STRESS AND HEALTH,STRESS HEALTH,WILEY,1532-3005,1532-2998,PSYCHOLOGY,SCIE,"3,823",3,Q1,1,32.59%
STRESS AND HEALTH,STRESS HEALTH,WILEY,1532-3005,1532-2998,"PSYCHOLOGY, APPLIED",SSCI,"3,823",3,Q2,1,32.59%
COGNITIVE PSYCHOLOGY,COGNITIVE PSYCHOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0010-0285,1095-5623,PSYCHOLOGY,SCIE,"7,684",3,Q1,0.98,48.81%
COGNITIVE PSYCHOLOGY,COGNITIVE PSYCHOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0010-0285,1095-5623,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"7,684",3,Q1,0.98,48.81%
Motivation Science,MOTIV SCI,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2333-8113,2333-8121,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,749,3,Q1,0.96,2.13%
Eating Disorders,EAT DISORD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1064-0266,1532-530X,PSYCHOLOGY,SCIE,"1,698",3,Q1,0.84,7.56%
SMALL GROUP RESEARCH,SMALL GR RES,SAGE PUBLICATIONS INC,1046-4964,1552-8278,"PSYCHOLOGY, APPLIED",SSCI,"2,067",3,Q2,0.75,25.58%
JOURNAL OF MEMORY AND LANGUAGE,J MEM LANG,ACADEMIC PRESS INC ELSEVIER SCIENCE,0749-596X,1096-0821,PSYCHOLOGY,SCIE,"9,608",2.9,Q1,1.61,39.10%
JOURNAL OF MEMORY AND LANGUAGE,J MEM LANG,ACADEMIC PRESS INC ELSEVIER SCIENCE,0749-596X,1096-0821,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"9,608",2.9,Q1,1.61,39.10%
CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE,CAN PSYCHOL,CANADIAN PSYCHOLOGICAL ASSOC,0708-5591,1878-7304,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,360",2.9,Q1,1.15,0%
Topics in Cognitive Science,TOP COGN SCI,WILEY,1756-8757,1756-8765,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,435",2.9,Q1,1.02,37.35%
PSYCHOMETRIKA,PSYCHOMETRIKA,SPRINGER,0033-3123,1860-0980,"PSYCHOLOGY, MATHEMATICAL",SSCI,"13,199",2.9,Q1,1,43.35%
PSYCHOPHYSIOLOGY,PSYCHOPHYSIOLOGY,WILEY,0048-5772,1469-8986,PSYCHOLOGY,SCIE,"15,078",2.9,Q1,0.99,38.98%
PSYCHOPHYSIOLOGY,PSYCHOPHYSIOLOGY,WILEY,0048-5772,1469-8986,"PSYCHOLOGY, BIOLOGICAL",SSCI,"15,078",2.9,Q1,0.99,38.98%
PSYCHOPHYSIOLOGY,PSYCHOPHYSIOLOGY,WILEY,0048-5772,1469-8986,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"15,078",2.9,Q1,0.99,38.98%
Research on Child and Adolescent Psychopathology,RES CHILD ADOLES PSY,SPRINGER,2730-7166,2730-7174,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,910,2.9,Q2,0.97,26.15%
Performance Enhancement & Health,PERFORM ENHANC HLTH,ELSEVIER,2211-2669,2211-2669,"PSYCHOLOGY, APPLIED",ESCI,284,2.9,Q2,0.96,29.31%
PSYCHOSOMATIC MEDICINE,PSYCHOSOM MED,LIPPINCOTT WILLIAMS & WILKINS,0033-3174,1534-7796,PSYCHOLOGY,SCIE,"11,851",2.9,Q1,0.95,15.31%
PSYCHOSOMATIC MEDICINE,PSYCHOSOM MED,LIPPINCOTT WILLIAMS & WILKINS,0033-3174,1534-7796,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"11,851",2.9,Q1,0.95,15.31%
HUMAN FACTORS,HUM FACTORS,SAGE PUBLICATIONS INC,0018-7208,1547-8181,PSYCHOLOGY,SCIE,"8,636",2.9,Q1,0.88,22.22%
HUMAN FACTORS,HUM FACTORS,SAGE PUBLICATIONS INC,0018-7208,1547-8181,"PSYCHOLOGY, APPLIED",SSCI,"8,636",2.9,Q2,0.88,22.22%
HUMAN PERFORMANCE,HUM PERFORM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0895-9285,1532-7043,"PSYCHOLOGY, APPLIED",SSCI,"1,913",2.9,Q2,0.75,10.87%
Spanish Journal of Psychology,SPAN J PSYCHOL,CAMBRIDGE UNIV PRESS,1138-7416,1988-2904,PSYCHOLOGY,SCIE,"2,103",2.9,Q1,0.69,36.54%
Spanish Journal of Psychology,SPAN J PSYCHOL,CAMBRIDGE UNIV PRESS,1138-7416,1988-2904,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,103",2.9,Q1,0.69,36.54%
Review Journal of Autism and Developmental Disorders,REV J AUTISM DEV DIS,SPRINGER HEIDELBERG,2195-7177,2195-7185,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,278",2.9,Q2,0.53,35.33%
Psychology Research and Behavior Management,PSYCHOL RES BEHAV MA,DOVE MEDICAL PRESS LTD,1179-1578,1179-1578,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,541",2.8,Q1,1.08,98.57%
Journal of Applied Research in Memory and Cognition,J APPL RES MEM COGN,AMER PSYCHOLOGICAL ASSOC,2211-3681,2211-369X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,879",2.8,Q1,1.05,7.65%
Cognition,COGNITION,ELSEVIER,0010-0277,1873-7838,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"19,940",2.8,Q1,1.02,40.60%
Journal of Intelligence,J INTELL-BASEL,MDPI,N/A,2079-3200,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,240",2.8,Q1,1,99.75%
JOURNAL OF CAREER ASSESSMENT,J CAREER ASSESSMENT,SAGE PUBLICATIONS INC,1069-0727,1552-4590,"PSYCHOLOGY, APPLIED",SSCI,"2,798",2.8,Q2,0.98,9.52%
Journal of Pacific Rim Psychology,J PAC RIM PSYCHOL,SAGE PUBLICATIONS LTD,1834-4909,1834-4909,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,464,2.8,Q1,0.8,91%
INFANT AND CHILD DEVELOPMENT,INFANT CHILD DEV,WILEY,1522-7227,1522-7219,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,985",2.8,Q2,0.55,37.88%
Psychology of Aesthetics Creativity and the Arts,PSYCHOL AESTHET CREA,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1931-3896,1931-390X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"3,344",2.7,Q2,4.33,1.71%
BMC Psychology,BMC PSYCHOL,SPRINGERNATURE,N/A,2050-7283,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,650",2.7,Q1,1.03,99.89%
Work Aging and Retirement,WORK AGING RETIRE,OXFORD UNIV PRESS,2054-4642,2054-4650,"PSYCHOLOGY, APPLIED",SSCI,878,2.7,Q2,1.03,30.16%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,J EXP PSYCHOL-APPL,AMER PSYCHOLOGICAL ASSOC,1076-898X,1939-2192,"PSYCHOLOGY, APPLIED",SSCI,"2,752",2.7,Q2,0.94,4.74%
BIOLOGICAL PSYCHOLOGY,BIOL PSYCHOL,ELSEVIER,0301-0511,1873-6246,PSYCHOLOGY,SCIE,"10,014",2.7,Q2,0.93,30.67%
BIOLOGICAL PSYCHOLOGY,BIOL PSYCHOL,ELSEVIER,0301-0511,1873-6246,"PSYCHOLOGY, BIOLOGICAL",SSCI,"10,014",2.7,Q2,0.93,30.67%
BIOLOGICAL PSYCHOLOGY,BIOL PSYCHOL,ELSEVIER,0301-0511,1873-6246,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"10,014",2.7,Q2,0.93,30.67%
AGGRESSIVE BEHAVIOR,AGGRESSIVE BEHAV,WILEY,0096-140X,1098-2337,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,673",2.7,Q1,0.92,29.11%
JOURNAL OF PEDIATRIC PSYCHOLOGY,J PEDIATR PSYCHOL,OXFORD UNIV PRESS INC,0146-8693,1465-735X,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"6,885",2.7,Q2,0.9,9.20%
SUICIDE AND LIFE-THREATENING BEHAVIOR,SUICIDE LIFE-THREAT,WILEY,0363-0234,1943-278X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"5,217",2.7,Q1,0.89,18.93%
JOURNAL OF APPLIED SPORT PSYCHOLOGY,J APPL SPORT PSYCHOL,TAYLOR & FRANCIS LTD,1041-3200,1533-1571,PSYCHOLOGY,SCIE,"2,516",2.7,Q2,0.88,27.21%
JOURNAL OF APPLIED SPORT PSYCHOLOGY,J APPL SPORT PSYCHOL,TAYLOR & FRANCIS LTD,1041-3200,1533-1571,"PSYCHOLOGY, APPLIED",SSCI,"2,516",2.7,Q2,0.88,27.21%
Journal of Attention Disorders,J ATTEN DISORD,SAGE PUBLICATIONS INC,1087-0547,1557-1246,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"5,188",2.7,Q2,0.87,16.82%
Journal of the Academy of Consultation-Liaison Psychiatry,J ACAD CONSULT-LIAIS,ELSEVIER SCIENCE INC,2667-2960,2667-2960,PSYCHOLOGY,SCIE,397,2.7,Q2,0.76,12.99%
PSYCHOLOGICA BELGICA,PSYCHOL BELG,UBIQUITY PRESS LTD,0033-2879,0033-2879,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,732,2.7,Q1,0.73,98.36%
JOURNAL OF INTERPERSONAL VIOLENCE,J INTERPERS VIOLENCE,SAGE PUBLICATIONS INC,0886-2605,1552-6518,"PSYCHOLOGY, APPLIED",SSCI,"14,966",2.6,Q2,1.18,8.80%
Frontiers in Psychology,FRONT PSYCHOL,FRONTIERS MEDIA SA,1664-1078,1664-1078,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"115,333",2.6,Q2,0.97,99.54%
Emerging Adulthood,EMERG ADULTHOOD,SAGE PUBLICATIONS INC,2167-6968,2167-6984,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,804",2.6,Q2,0.94,19.05%
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,J INT NEUROPSYCH SOC,CAMBRIDGE UNIV PRESS,1355-6177,1469-7661,PSYCHOLOGY,SCIE,"7,278",2.6,Q2,0.85,35.17%
PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,PSYCHOL PSYCHOTHER-T,WILEY,1476-0835,2044-8341,PSYCHOLOGY,SCIE,"2,038",2.6,Q2,0.82,51.69%
BEHAVIOR GENETICS,BEHAV GENET,SPRINGER,0001-8244,1573-3297,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,603",2.6,Q2,0.81,33.33%
JOURNAL OF CAREER DEVELOPMENT,J CAREER DEV,SAGE PUBLICATIONS INC,0894-8453,1556-0856,"PSYCHOLOGY, APPLIED",SSCI,"1,980",2.6,Q2,0.8,7.82%
NEUROPSYCHOLOGY,NEUROPSYCHOLOGY,AMER PSYCHOLOGICAL ASSOC,0894-4105,1931-1559,PSYCHOLOGY,SCIE,"5,751",2.6,Q2,0.8,7.11%
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,BRIT J DEV PSYCHOL,WILEY,0261-510X,2044-835X,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,494",2.6,Q2,0.73,33.71%
COGNITION & EMOTION,COGNITION EMOTION,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0269-9931,1464-0600,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"10,579",2.6,Q2,0.72,24.84%
Sport Exercise and Performance Psychology,SPORT EXERC PERFORM,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2157-3905,2157-3913,"PSYCHOLOGY, APPLIED",SSCI,928,2.6,Q2,0.71,1%
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,INT J SELECT ASSESS,WILEY,0965-075X,1468-2389,"PSYCHOLOGY, APPLIED",SSCI,"1,760",2.6,Q2,0.68,34.45%
COGNITIVE NEUROPSYCHOLOGY,COGN NEUROPSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0264-3294,1464-0627,PSYCHOLOGY,SCIE,"1,902",2.6,Q2,0.66,25%
COGNITIVE NEUROPSYCHOLOGY,COGN NEUROPSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0264-3294,1464-0627,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,902",2.6,Q2,0.66,25%
Bilingualism-Language and Cognition,BILING-LANG COGN,CAMBRIDGE UNIV PRESS,1366-7289,1469-1841,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"4,507",2.5,Q2,1.43,53.38%
PSYCHOLOGY OF WOMEN QUARTERLY,PSYCHOL WOMEN QUART,SAGE PUBLICATIONS LTD,0361-6843,1471-6402,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"5,033",2.5,Q2,1.31,19.59%
Autism & Developmental Language Impairments,AUTISM DEV LANG IMP,SAGE PUBLICATIONS INC,2396-9415,2396-9415,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,403,2.5,Q2,1.29,91.55%
Journal of Black Psychology,J BLACK PSYCHOL,SAGE PUBLICATIONS INC,0095-7984,1552-4558,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,305",2.5,Q2,1.27,2.44%
JOURNAL OF ECONOMIC PSYCHOLOGY,J ECON PSYCHOL,ELSEVIER,0167-4870,1872-7719,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"5,801",2.5,Q2,1.01,33.70%
CURRENT PSYCHOLOGY,CURR PSYCHOL,SPRINGER,1046-1310,1936-4733,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"13,827",2.5,Q2,0.96,21.02%
Behavioral Sciences,BEHAV SCI-BASEL,MDPI,N/A,2076-328X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"4,391",2.5,Q2,0.95,99.94%
CREATIVITY RESEARCH JOURNAL,CREATIVITY RES J,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1040-0419,1532-6934,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"4,024",2.5,Q2,0.9,17.14%
School Mental Health,SCH MENT HEALTH,SPRINGER,1866-2625,1866-2633,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,753",2.5,Q2,0.9,20.18%
THINKING & REASONING,THINK REASONING,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1354-6783,1464-0708,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,331",2.5,Q2,0.85,18.67%
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,ELSEVIER,0167-8760,1872-7697,PSYCHOLOGY,SCIE,"9,422",2.5,Q2,0.79,26.15%
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,ELSEVIER,0167-8760,1872-7697,"PSYCHOLOGY, BIOLOGICAL",SSCI,"9,422",2.5,Q2,0.79,26.15%
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,ELSEVIER,0167-8760,1872-7697,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"9,422",2.5,Q2,0.79,26.15%
ARCHIVES OF SUICIDE RESEARCH,ARCH SUICIDE RES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1381-1118,1543-6136,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,679",2.5,Q2,0.65,15.94%
APPLIED PSYCHOLINGUISTICS,APPL PSYCHOLINGUIST,CAMBRIDGE UNIV PRESS,0142-7164,1469-1817,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"3,036",2.4,Q2,1.06,57.74%
Asian American Journal of Psychology,ASIAN AM J PSYCHOL,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1948-1985,1948-1993,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,064",2.4,Q2,1.06,3.74%
Cyberpsychology-Journal of Psychosocial Research on Cyberspace,CYBERPSYCHOLOGY,"MASARYKOVA UNIV, FAC SOCIAL STUDIES",1802-7962,1802-7962,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,052",2.4,Q2,1.01,99.22%
JOURNAL OF HOMOSEXUALITY,J HOMOSEXUAL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0091-8369,1540-3602,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"4,929",2.4,Q2,0.98,12.07%
DISCOURSE & SOCIETY,DISCOURSE SOC,SAGE PUBLICATIONS LTD,0957-9265,1460-3624,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,624",2.4,Q2,0.96,30.09%
INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,INT J BEHAV DEV,SAGE PUBLICATIONS LTD,0165-0254,1464-0651,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"4,441",2.4,Q2,0.86,28.67%
Journal of Studies on Alcohol and Drugs,J STUD ALCOHOL DRUGS,ALCOHOL RES DOCUMENTATION INC CENT ALCOHOL STUD RUTGERS UNIV,1937-1888,1938-4114,PSYCHOLOGY,SCIE,"5,593",2.4,Q2,0.83,2.14%
Journal of Work and Organizational Psychology-Revista de Psicologia del Trabajo y de las Organizaciones,J WORK ORGAN PSYCHOL,COLEGIO OFICIAL PSICOLOGOS MADRID,1576-5962,2174-0534,"PSYCHOLOGY, APPLIED",SSCI,660,2.4,Q2,0.83,100%
PHYSIOLOGY & BEHAVIOR,PHYSIOL BEHAV,PERGAMON-ELSEVIER SCIENCE LTD,0031-9384,1873-507X,"PSYCHOLOGY, BIOLOGICAL",SSCI,"21,617",2.4,Q2,0.83,26.95%
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,EXP CLIN PSYCHOPHARM,AMER PSYCHOLOGICAL ASSOC,1064-1297,1936-2293,"PSYCHOLOGY, BIOLOGICAL",SSCI,"3,004",2.4,Q2,0.78,18.10%
PSYCHOLOGY & HEALTH,PSYCHOL HEALTH,TAYLOR & FRANCIS LTD,0887-0446,1476-8321,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"6,555",2.4,Q2,0.78,31.17%
JOURNAL OF GAMBLING STUDIES,J GAMBL STUD,SPRINGER,1050-5350,1573-3602,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,368",2.4,Q2,0.77,42.65%
Psychology & Sexuality,PSYCHOL SEX,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1941-9899,1941-9902,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,121",2.4,Q2,0.75,11.33%
Revista Iberoamericana de Psicologia y Salud,REV IBEROAM PSICOL S,SOC UNIV INVESTIGACION PSICOLOGIA & SALUD,2171-2069,1989-9246,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,166,2.4,Q2,0.71,82.76%
Frontiers in Human Neuroscience,FRONT HUM NEUROSCI,FRONTIERS MEDIA SA,1662-5161,1662-5161,PSYCHOLOGY,SCIE,"27,124",2.4,Q2,0.67,99.54%
I-Perception,I-PERCEPTION,SAGE PUBLICATIONS LTD,2041-6695,2041-6695,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,160",2.4,Q2,0.66,92.50%
PSYCHOLOGY PUBLIC POLICY AND LAW,PSYCHOL PUBLIC POL L,AMER PSYCHOLOGICAL ASSOC,1076-8971,1939-1528,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,786",2.3,Q2,1.53,2.29%
NEUROPSYCHOBIOLOGY,NEUROPSYCHOBIOLOGY,KARGER,0302-282X,1423-0224,PSYCHOLOGY,SCIE,"2,681",2.3,Q2,1.36,23.33%
COGNITION AND INSTRUCTION,COGNITION INSTRUCT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0737-0008,1532-690X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,187",2.3,Q2,1.11,15.09%
Journal of School Violence,J SCH VIOLENCE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1538-8220,1538-8239,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,195",2.3,Q2,1.01,4.10%
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,CHILD PSYCHIAT HUM D,SPRINGER,0009-398X,1573-3327,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"4,211",2.3,Q2,0.85,30.75%
ANXIETY STRESS AND COPING,ANXIETY STRESS COPIN,TAYLOR & FRANCIS LTD,1061-5806,1477-2205,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,392",2.3,Q2,0.83,14.62%
Traumatology,TRAUMATOLOGY,AMER PSYCHOLOGICAL ASSOC,N/A,1085-9373,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,"1,500",2.3,Q2,0.82,3.33%
International Journal of Sport and Exercise Psychology,INT J SPORT EXERC PS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1612-197X,1557-251X,"PSYCHOLOGY, APPLIED",SSCI,"1,919",2.3,Q2,0.8,15.41%
JOURNAL OF APPLIED BEHAVIORAL SCIENCE,J APPL BEHAV SCI,SAGE PUBLICATIONS INC,0021-8863,1552-6879,"PSYCHOLOGY, APPLIED",SSCI,"2,473",2.3,Q2,0.78,29.17%
Parenting-Science and Practice,PARENT-SCI PRACT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1529-5192,1532-7922,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,268",2.3,Q2,0.76,26.92%
